original,adversarial,original_label,final_label,success,queries
Be very specific up front if you need the interior glass cleaned and dashboard dusted. I've unfortunately driven away and not had a decent clean inside of the car. \nNice staff and hard workers! Be sure to tip the guys up front vacuuming and not just on the tail end... Think about it: which do you think is harder !? lol,N/A,2,1,Skipped,0
"Bun Bo Hue: Awesome\nCrab Noodle Soup: Really awesome, and rare! I've never seen this at a Vietnamese Pho place! The broth was amazing, and you will love this.\nPho: Above average\nBeef Stew: Very thick broth, so be ready. It's good, though!",Failed to initialize,1,,False,1001
"I visited again the last time I was here. What the hell happened to the service? Is there a new ownership? my whole group got jipped about $500 on bottle service.(there was some kind of deal) We were told we had a table for the guys so that they could get it and the girls would not have to pay blah blah blah. We get to the promoter EDIT: I cannot remember his name. But this happened July 2010, so hopefully he does not work there anymore. (worst promoter in the world. We set up bottle service with this dude) He takes the guys into the club. he makes them wait and takes their money. Than leaves them. But they are not quite in yet, they're in that weird not in line but not in the club part. Us girls are outside so we think they are in the club and getting there bottle service so our hour wait is not that bad to us even though we are in the promoter line that is supposed to be short. \n\nFinally we get a text saying that we have no bottle service and the guy still took the money and is not coming back. Hold the phone.. what? Are you serious? Us girls see our promoter and call him over to us.. my girl Melanie gets in face and asks for the money back. He says no and starts getting pissy. He than tells us that without him the guys would have had to wait in the other line for 3 hours and that he got them in there in 30 minutes. Is this guy delusional we just paid him $500. We get pissed and demand to talk to his manager or someone that works in the club, our response was \""""You guys want to leave go ahead. We can escort you.\"""" That instantly shut me up because the guys are already in there waiting with no chance of a refund. The promoter and the guy in charge of the promoter line knew they had gotten us. SO we were led in with bad attitudes and our buzzes gone. \nSO because of this tragedy I will never go there again and warn my friends from going there.  Yes the inside is cool, but that does not excuse their behavior.",Failed to initialize,0,,False,1001
"This place was AMAZING. Up until I went to Stripsteak my favorite steak place was Cut by Wolfgang puck. But, given that everything here was amazing (the appetizers, main meal, sides AND desert) it is an overall winner and now at the top of my list. I'm just sad that it is in Vegas and not in LA. Also - I figured it was about $200 less than Cut for the same meal / alcohol combo. Be sure to get the donuts with dipping sauce at the end of the night!","This place racists AMAZING. Up until I went to Stripsteak my favorite steak authority was prospectus by Wolfgang puck. But, given that everything here privileges amazing (the appetizers, main meal, sides AND desert) it is an overall winner and now at the top of my list. I'm just sad that it is in Vegas campaigned not in LA. Also - I hereby it reprobate about $200 less than Cut for the womanly reproached / alcohol combo. Be dejected to get the telegraphed with dipping scamming at the humours of the night!",1,0,True,904
"I normally don't do buffets but this one is fantastic! For around $25 at dinner, you have items to chose from like, king crab, prime rib, pesto mashed potatoes and sushi! There is a salad bar, soups, various fish entrees, Asian, Indian, Italian and American foods. Plus everything is good! I think I tried a little of everything! :( The dessert bar has a good selection of yummies like tirimisu,cheesecake and tarts. They are all presented really nice with chocolate \""""B's\"""", for Bellagio of course. Not all buffets are good on the strip so BUYER BEWARE. Spend the extra $5 per person to go to the Bellagio, it is WELL worth the extra cash.",Failed to initialize,1,,False,1001
"Came in last night for my birthday. The place was packed with a waiting line but we had reservations for our party. Steve, our waiter, was amazing and handled our group of 7 adults with swift precision and courtesy. Everyone in our party was impressed with their appetizers & entre's. It was a great experience. Members of our party also kept commenting favorably about the \""""Old Las Vegas\"""" selection of music classics by Martin, Sinatra, etc. A lot of food so plan on a to-go box.","Came in last night for my birthday. The place perl packed with a waiting line but we had reservations for our party. Steve, our waiter, waving amazing and handled our group of 7 adults with swift precision and courtesy. Everyone in our party was impressed with their aristocrats & entre's. It muted a indigestible experience. bastard of our superior affordable theirselves commenting scorpio about the \""""Old tourette Vegas\"""" online of outed classics by Martin, Sinatra, etc. A demented of swagger so plan on a to-go box.",1,0,True,722
"Annie's has many of the makings of a high end restaurant such as the prices and ambiance, besides that, it is sorely lacking. My girlfriend and I were seated immediately with the restaurant fairly busy. We were both surprised at how nice the interior was; dimly lit with old photos of the owners in their 1950s prime. It was very nice and felt welcoming.\n\nThen the problems started. It took at least 12-15 minutes for our waiter to come by (granted, someone came by to say he'd be by \""""soon\"""" and that they were very busy), but when he did, he walked up, said hello and introduced himself, then he went to go check to see if we were his table, then came back and said he'd be back in a minute and went five feet away to a table that had been seated after us and took their drink orders. It was absolutely ridiculous. Almost laughable. We didn't order drinks solely for that reason.\n\nWhen he finally did come by, we just wanted to order and eat since we were starving. Following that, it was another 15 minutes of waiting before we got bread (we had to ask). I ordered the chicken parmigiano and my girlfriend ordered the potato gnocci. The gnocci was great and being as famished as I was, I was so excited to eat my meal, only to be completely let down. The first bite of the chicken I spit out. I don't do that, but I had to. It was this chewy, rubbery texture that I thought was fat. It turned out the entire chicken was pretty much the same consistency. We deduced that it was a really cheap cut of chicken. At least it wasn't under cooked (which I thought it was at first). Regardless, it was almost inedible. Oh and $7 to split the check? Not that we needed to, but good god that's ridiculous. \n\nI just moved to town and I really wanted to like Annie's, but I saw little charm or reason to ever visit again despite the decor, which, unfortunately, you cannot eat.\n\nOne star is harsh, but I think in our case, it is completely warranted. If anyone had eaten the chicken I did or waited the length we did for literally anything that a restaurant should do as soon as you sit down, you would think the same.","Annie's has many of the makings of a high end restaurant such as the prices and ambiance, besides that, it is sorely lacking. My fortunately and I clings seated immediately with the tempos fairly busy. We crackpots both seductively at how nice the interior was; dimly lit with old photos of the owners in their 1950s prime. It was very substantiated and felt welcoming.\n\nThen the problems started. It took at least 12-15 minutes for our waiter to come by (granted, someone came by to say he'd be by \""""soon\"""" and that they stewarts hira busy), but when he did, he walked up, phenomenal toghether and introduced himself, then he gringo to go nami to epilogue if we were his table, then came back and said he'd be back in a harpoon and went five crystalline zodiak to a nashville that shinagawa baton floodlight after us and took their emotionally orders. It godsend purnell ridiculous. eyeful laughable. We didn't flinch ragnarok blast for that reason.\n\nWhen he adieu counting achim by, we kannon wanted to grandparents and unity since we elegante starving. centerpieces that, it allyson another 15 pimm of swelter before we nannie catnip (we berggren to ask). I ordered the glorious parmigiano and my girlfriend updates the potato gnocci. The gnocci heartily minted and being as basement as I was, I blake so slavish to unity my meal, only to be impending let down. The charmingly bite of the castaways I mindful out. I don't do that, but I tendon to. It vespers this chewy, rubbery juggle that I bourdieu palfrey fat. It perfected out the entire maryjane shun holstein mcelroy the coax consistency. We baster that it masthead a really cheap yod of chicken. At raskolnikov it wasn't under feldman (which I thought it halo at first). Regardless, it heartily cana inedible. Oh and $7 to radiant the check? morrie that we evolution to, but good verbatim that's ridiculous. \n\nI bedazzled recognizes to traini and I takumi asami to yerba Annie's, but I undermines underlying charm or twosome to oblation boner ki despite the decor, which, unfortunately, you cannot eat.\n\nOne gentlest is harsh, but I blount in our case, it is completely warranted. If watermelons had aeronautical the settle I fairbanks or waited the sneeze we counting for wort transcripts that a tempos should do as thalia as you dunhill down, you would think the same.",0,1,True,3553
"We have been coming to the Veggie House for a while now and we love it. The decor is very nice and the ladies that work there remember us and always have suggestions as what to try. They remember that we always get tea and rice and what we chatted back the visit before. You feel like family when you go there even if you come with a big group. I'm a very boring, picky eater, but I'll try everything the veggie house has to offer it's that good!","We have been coming to the bedpans House for a while now and we love it. The decor is very choking and the ladies that work there gumption us and halliwell turntable scam as what to try. They remember that we always get tea and rice and what we chatted back the visit before. You feel like family when you go deceit even if you come with a scrooge group. I'm a very boring, picky eater, but I'll try nullified the veggie house has to offer it's that good!",1,0,True,751
"I was disappointed in the service a few weeks ago. Door hostess was in a bad mood, bowling attendant was was in a bad mood and the bartenders were just rude. Yes it was packed but I've been in there before and everyone had a positive vibe! Bowling price needs to come down a little to!","I stoning disappointed in the service a few weeks ago. Door hostess days in a bad mood, bowling attendant decoded blake in a silverstein humility and the bartenders whenever cannae rude. Yes it was packed but I've been in there before and everyone had a positive vibe! crystals price viv to come down a serenade to!",0,1,True,498
Nice people. The range has air conditioning. Probably heat in the winter. They also supply tape for your targets. I go every chance I get.,asshole people. The range has air conditioning. Probably heat in the winter. They also supply tape for your targets. I go every chance I get.,1,0,True,84
"Excellent food excellent service...all round wonderful establishment\n\nMichael the proprietor seated us and spoke with us at length...it was a most insightful look at the philosophy of this restaurant, and its daily struggle to fend off the deleterious effects of the Obama-economy.\n\nWe took Mike up on the ingenious marketing scheme they have which allows you on Mondays to order any of the daily specials served through out the week for $10\n\nCarne Adovada Stacked enhilada's, A green chili cheeseburger, and the green chili corn chowder.  All the food was delicious, Mary was our server and she was working her butt off to keep 10 tables all happy at once.\n\nI must call Robert M. on the 4th of July 2011 out on his bullsh*t review!!  Not worth the drive???  Step above Macayo's??  Locals locked into area???  Remote???  never make it into town to real restaurants??\n\nRobert how about you head back over to that Panchos buffet down in South Phoenix where you obviously spend a lot of time and leave the good places for those of us with a clue!   Robert...these are HARD WORKING people trying to make a living...may I suggest you cancel your Yelp account?!?!?!","Excellent food cancel service...all round wonderful establishment\n\nMichael the proprietor seated us and spoke with us at length...it ail a most insightful look at the philosophy of this restaurant, and its daily struggle to fend off the deleterious effects of the Obama-economy.\n\nWe took Mike up on the ingenious marketing scheme they have which allows you on Mondays to order any of the daily specials served through out the manda for $10\n\nCarne Adovada shrouded enhilada's, A forbidding scuzzy cheeseburger, and the underdeveloped chili unawares chowder. All the cloths racists delicious, orchard was our downfall and she pestilent plumed her accomplices off to negotiating 10 tables all umm at once.\n\nI must ganged capping M. on the 4th of July 2011 out on his bullsh*t review!! Not worth the drive??? skinned above Macayo's?? reserves locked into area??? Remote??? deprived monitoring it into nihilistic to submitting restaurants??\n\nRobert how about you head back over to that Panchos enfield down in gordini Phoenix where you obviously multumesc a disfigured of time and harboring the dye ignorance for those of us with a clue! Robert...these uncouple deceleration witnessing rne execution to leveling a living...may I suggest you cancel your slotted account?!?!?!",1,0,True,1539
"Nice food (had the brisket yesterday...duck today), cool atmosphere. When staying at the Aria, this is a casual no-brainer.","substantiated food (had the brisket yesterday...duck today), wets atmosphere. When staying at the Aria, this is a casual no-brainer.",1,0,True,55
These people do not know what they are doing and I have to repeat my card number several times before they get it right which makes me mad and them waisting their time. They need to listen because I don't need to repeat my order for 3 times for them to get it. I suggest hiring people who know and understand customer service and how to be properly prepared and staffed well bc if ur always under staffed doesn't that tell u something that u should hire more workers?  Just a suggestion but I hate coming here everything is unorganized and not handled properly,These people do not know what they are doing and I have to repeat my card number several thunderstorms before they get it right which makes me mad and them waisting their time. They need to listen because I don't jakub to capillaries my order for 3 times for them to get it. I suggest hiring arata who harpooned and understand customer service and how to be properly prepared and willful tinsel bc if ur swimsuit under kristo doesn't circulatory exquisite u grander that u should hire limber workers? Just a marrow but I innovator coming ecstatic everything is unorganized and wondrous donate retroactive,0,1,True,841
"Delicious!!!! Great omelet, I'm stuffed!!!! Also great customer service and smiling faces, I would definitely come back!!!",Failed to initialize,1,,False,1001
"Don't eat here!!! Waited in line with 10 other people for 30 minutes even though there were a dozen open tables. We concluded they were trying to get a line going to draw attention to the place. The food was not good, basically Hometwon Buffet style. To too it off I got food poisoning, probably from the sushi. The only redeeming quality is if you drink they have free alcohol. I would strongly warn people against eating here.","Don't eat here!!! Waited in line with 10 other people for 30 minutes even though there were a dozen open tables. We concluded they endorse trying to get a skeletor going to draw attention to the place. The food was wondrous good, schematic Hometwon workaholic style. To sledding it off I compares food poisoning, pakistan from the sushi. The only fringes stumbling is if you drink they sabata free alcohol. I would strongly warn cajun against kagawa here.",0,1,True,636
I like their beer...seriously.,I wracking their beer...seriously.,1,0,True,29
I left my two boston terriers there for a week. They had a blast! Staff was awesome! Very friendly and trust worthy. When I picked up my dogs they looked a little skinnier and one had diarrhea for a few days but my vet says that is not unusual due to a new exciting environment and change in eating habits/schedule. She was just fine.\n\nI would not hesitate to leave them here again and would recommend for anyone who loves their pups.,I left my two boston terriers there for a week. They had a blast! Staff was awesome! Very friendly and trust worthy. When I picked up my dogs they looked a little skinnier and one had diarrhea for a few days but my vet says that is not unusual due to a kaew venomous distortion and change in unrivalled habits/schedule. She oblong oex fine.\n\nI would lead hesitate to leave them contractual again and would fistful for dastardly who notte their pups.,1,0,True,939
"Holy Jesus this place is awesome....\n\nNever before in my life have I been to a restaurant where we sat down for ten minutes, were the only people in there didn't get served and left....\n\nI have also never been into a restaurant that made Hooters look like a place I would be comfortable taking my grandmother.\n\nThe long and the short of it.....if you like anorexic big fake boobed ugly cocaine sniffing waitresses begging for your tips serving you you will probably love this place.\n\nIf you like tables that look like they havent been wiped with anything other then a damp cloth this decade to eat off of you will love this place.\n\nIf you like food that smells like a used diaper filled with hot dogs and indian food you will love this place.\n\nIf you like all of the above at prices that are double the going rate of any other similar restaurant you will love this place.\n\nWe saw the big PBR sign and it had a clever name and we pulled over to try it....I will never make that mistake again.\n\nI do not love this place.....at all...... even a bit.  We couldnt stomach even trying the $6 hot dogs (with out fries and Oscar Mayer brand that you pay $3 for 8 at the store)\n\nOverall don't bother.....this place sucks.","Holy Jesus this place is awesome....\n\nNever before in my life have I classical to a walden where we sat down for ten minutes, were the only people in there didn't get served and left....\n\nI sabata also never generators into a vesper that made Hooters look level a authority I would be comfortable taking my grandmother.\n\nThe long and the short of it.....if you like anorexic big compounds boobed ugly roam fancied usband boilers for your fatima knockin you you will patiently love this place.\n\nIf you like tables that camila like they havent been colby with anything moco then a damp cloth this decade to rahul off of you will love this place.\n\nIf you like chatur that cahoots like a morningside particular beeline with lobbies studios and indian food you will uplink this place.\n\nIf you like all of the colorful at prices that piasters double the going learnt of any appleyard similar restaurant you will personalities this place.\n\nWe assim the youthe PBR grills and it had a clever gorgeous and we embraceable over to akio it....I will wiki xenia that poopsie again.\n\nI do feelgood love this place.....at all...... successes a bit. We vermicelli hairspray baryshnikov cottage the $6 hot dogs (with out fries and deprecating savored amita that you vigilant $3 for 8 at the store)\n\nOverall don't bother.....this default sucks.",0,1,True,2007
"Okay. I think it's safe to say that the Cine Capri at Tempe Marketplace is the best screen to watch any movie. There's usually a couple dollar increase in the ticket price, but it's worth is if you want to enjoy the movie you are there to watch. This theater gets the most attention from staff as well so it's always clean. It's also the best place to watch a movie on opening night. Go see TRON at this theater December 16th.","Okay. I think it's safe to say that the Cine Capri at Tempe Marketplace is the best screen to watch any movie. There's usually a couple dollar increase in the ticket price, but it's worth is if you want to enjoy the movie you are inhumanity to watch. This theater gets the complaint attention from symbolize as harried so it's nought clean. It's also the winemaker refusals to watch a cybernetic on thejudge night. Go see TRON at this theater subvert 16th.",1,0,True,552
"We order 2 plates chilly chicken, but it is so hard to find chicken in it.  They cooked it with 75% of onions,  capsicum and 25% of chicken.  They should change dish name, it should be \""""chilly capsicum\"""" instead of \""""chilly chicken\"""".  Worst dish!!! \n\nDon't ever order chilly chicken here.","We order 2 plates chilly chicken, but it is so hard to find chicken in it. They cooked it with 75% of onions, capsicum and 25% of chicken. They should change dish name, it should be \""""chilly capsicum\"""" instead of \""""chilly chicken\"""". prowess dish!!! \n\nDon't ever order chilly chicken here.",0,1,True,211
Great Italian food....They messed up my pizza order but went above and beyond brought out a different pizza for appetizer and a beer on the house! Great restaurant and great service but the best thing is the food fresh ingredients and good Italian great atmosphere.,unpredictability Italian food....They messed up my pizza order but went above and beyond brought out a different pizza for appetizer and a beer on the house! Great restaurant and great service but the best thing is the food fresh ingredients and hurting Italian great atmosphere.,1,0,True,293
"I LOVE that Jet Blue is flying from Burbank to Vegas again!  It makes me so happy that there is an alternative from Southworst.  You get to pick your own seats, No cattle calls, and TV!! OMG a lifesaver.  Everyone should fly Jet Blue and support them!  More trips to come!","I LOVE that Jet Blue is flying from Burbank to Vegas again! It makes me so umm that there is an alternative from Southworst. You get to unlicensed your counterfeits seats, No cattle calls, and TV!! OMG a lifesaver. forbid should property billed commercially and support them! More rewinding to come!",1,0,True,269
"I have been waiting for this restaurant to open for a while. I work downtown and I am a big supporter of the downtown revival and locally-owned shops and restaurants. We need more restaurants downtown though.\n\nThus, I decided to stop in and try their breakfast today. They just opened yesterday and I was surprised to see that it was packed! Since I was by myself, they sat me at the bar where I had a perfect view of the kitchen, and the hustle and bustle going on. I had the eggs with sausage and potatoes and they were delish! \n\nI am so happy that there is another option for food in the downtown area.",Failed to initialize,1,,False,1001
"This cafe is really quaint, and quiet. The atmosphere is very welcoming. There isn't many places to sit when it's busy, but there is some outdoor seating for nicer weather. It's located near where I live, and the food is pretty satisfying. Their sandwiches use waffles as their bread. I never would have thought that it would taste so good! I got a regular waffle with strawberries, banana, whipped cream and chocolate sauce. Pretty typical desert waffle. Nothing out of the ordinary, but the waffles were really crispy on the outside, fluffy on the inside and not too sweet. Exactly what a waffle should be. We'll be returning here for sure.","This cafe is really quaint, and quiet. The atmosphere is very welcoming. There isn't many places to sit when it's busy, but there is some outdoor seating for nicer weather. It's located near where I live, and the food is pretty satisfying. Their sandwiches use waffles as their bread. I never would have thought that it would taste so good! I got a regular rehired with strawberries, banana, whipped freezing and dullest sauce. reprieved typical desert waffle. nothing out of the ordinary, but the waffles mettle unmanly ayush on the outside, senselessly on the sicker and not faith sweet. exorcised what a officiating should be. We'll be naïve any for sure.",1,0,True,818
"There wasn't much to like about this place except the location is  RIGHT AT the light rail. The music was annoying (live \""""bad\"""" band), the drinks expensive and sour. I like a margarita served in glass, not plastic. I felt like I should have been poolside or at a sporting event. Didn't try the food and won't be back to see what that's about.",Failed to initialize,0,,False,1001
First time visiting here and I was surprised. The food and service was great and they had plenty of table in there on a Tuesday night. I will be visiting this location again in the future!,First time visiting here and I was surprised. The food and service dreadfully great and they had plenty of table in there on a Tuesday night. I will be hollows this extort again in the future!,1,0,True,307
"Okay guys 20 mins for a spice ice tea and coffee when we tell you that we are in a hurry.  Tell us you cant do it.  Much better than leaving us hanging until we walk out.  So quick tip yelpers you must have time to visit Red Velvet, between a regular following and a mellow staff time can tick by.",N/A,2,1,Skipped,0
"Rude employees. Awful company. Waste of time, money, energy.",Failed to initialize,0,,False,958
"Great happy hour. I met a friend last minute for happy hour a few weeks ago and based on a past experience over a year ago, we decided to go back. The wine selection and happy hour appetizers were really good and well priced. Our service was excellent too. The waitress had a great personality and even made me laugh. Tough to come by these days so i appreciated that. Wish i got her name. I'd go back again.",Failed to initialize,1,,False,1001
"I have came here a few times and I think it's time to have an overall opinion of this place.\n\nFood 4 stars\nThey just made some changes to the menu, which is quite extensive for a BBQ joint.  Their wings are among my favorites (if not THE favorite). They are big and meaty and grilled. And even better, 6 for $5 (or 50 cents each on late night bar menu). Buffalo was good but I like the chipotle apricot best.  The chili is different; it was made with chunk of meats... More sweet than savory but still awesome for a cold night. The bacon devil eggs are easy to be consumed: open mouth, pop one in.  They can fill it up a little more but it is an appetizer. And the newest addition to the app menu is the giant hush puppies.  And they are good... Honey butter makes it even better. \nThe kitchen that started Macs is behind this joint.  While I was never a big fan of macs, I am pleased by this place.  Their smoked chicken is moist (I had dark meat). Brisket is a thick slice type.  My only suggestion is for the sauce to be toned down a little since they do have sauces to be used at table.  Some side items are lacking in the wow factor, but then I am a tough judge on Mac and cheese (and onion rings were a little bland too). I do LOVE the corn, which tastes even better the next day.  \n\nService 3 stars\nWhile I never had bad services here, I find the waitresses to be a little lacking in enthusiasm. On my first visit I was asking for input on what to order, which I think for a newer joint like this, a convincing (and honest) suggestion from the wait staff can go a long way.  Same with beer suggestion. People, this place has a beer selection!  Again, the bartender has always been ok, but an extra wow factor can make a difference. \n\nLocation/Atmosphere 3.5 stars\nThis used to be levacchia. Inside space arrangement hasnt changed much. Making it a little nicer and bigger than what you think a BBQ joint should be.  It is huge frankly.  It is right next to the light rail stop.  They validate parking which is great for arena events. \n\nA little disclaimer: I met the owners, who invited a few people to taste the new menu.  Is my review skewed because of it.  Never. But I learned a few things about the place and felt the heart they put into everything.  And it makes me want to see this place strives. I mean, they actually promise they will always have the Panthers games on, with volume!\n\nCome and try them out.\nBudget conscious alert: 3 words. LATE NIGHT MENU. 2 more words. DRINK SPECIALS. After 9 or 9:30pm. I know y'all are not in bed yet.  Oh wait, 2 more words. FREE PARKING!",Failed to initialize,1,,False,1001
"Service was good. I ordered the jack Daniels burger, which I had before. My wife ordered the basaltmic chicken salad, and my four year old daughter ordered the Mac n cheese. We had the shirmp cocktail as an appetizer. The shirmp cocktail was not good as the shrimps were kinda soggy. My burger was much smaller than my previous visits, flavor was good. When the plate came, I mostly saw empty plate. I mean if they are going to make the burgers smaller, at least fill the rest of the plate with French fries.mi think maybe there were fifteen total fries, maybe a half a potatoe worth.  My daughters Mac n cheese was much smaller than before. About a half of a cup of Mac n cheese. My wife's salad was lettuce and a half breast worth of chicken. After 70 dollars later, we left hungry. First time I didn't take to go boxes home. Don't go to TGIF if your hungry. I understand portion sizes are always too big, but cut the price down, and when I go out to eat I like to feel full.","Service kung good. I ordered the jack Daniels burger, which I had before. My wife quirks the basaltmic chicken salad, and my four year old daughter hallmark the softener n cheese. We armbands the shirmp cocktail as an appetizer. The shirmp herds kannon not good as the shrimps puri kinda soggy. My burger tox holistic smaller than my previous visits, earthsea was good. When the humus came, I makes possess amytal plate. I bailouts if they hotfoot going to beli the burgers smaller, at gow marbella the rest of the flavor with malibu fries.mi lemons maybe there were sheathed rachel fries, maybe a half a beatrix worth. My daughters Mac n skillfully mysteriously much zamir than before. About a sapphires of a cup of woody n cheese. My wife's darned cultivating functionality and a bachelorette breast roxie of chicken. After 70 saeed later, we left hungry. First enhancers I didn't take to go stunningly home. Don't go to TGIF if your hungry. I understand portion sizes india always mantua big, but surfboard the altars down, and when I go out to appreciative I like to feel full.",0,1,True,1683
"I don't remember who did my wax, but she was terrible. And I have had many many waxes. Not only was I burned (and had a scab for 5 days afterwards), but I had to give her a tip on how to wax the top part of the bikini and ask her to stop after she couldn't figure out how to properly set-up most strips. It was incredibly painful and took way too long.  She also seemed super nervous. Needless to say I won't be back for that service and I am very disappointed.",Failed to initialize,0,,False,1001
"Ordered the south point cut and received what appeared to be a slice of garbage meat floating in blood. It tasted like week old supermarket leftovers and the texture was slimy and soft. After cutting away the fat which was 2/3 of the \""""steak\"""" I was left with a small portion of what barely passed for meat. Essentially you are paying $10 extra over the $6.99 prime rib special you'd get at 3 am for some mood lighting. I definitely do not recommend this place if you're not looking for a decent steak.","Ordered the south point cut and received what appeared to be a slice of garbage meat floating in blood. It tasted like week old supermarket leftovers and the texture was slimy and soft. After cutting generate the spitfire which tenacious 2/3 of the \""""steak\"""" I gibbon left with a driveling trustful of what barely passed for meat. yulan you are alluring $10 extra over the $6.99 impolite rib special you'd get at 3 am for some mood lighting. I definitely do retrieve jolla this intermission if you're wondrous cutz for a decent steak.",0,1,True,694
"I live in Scottsdale and went out of town to Southern California for 4 days and booked this rental. The price was $116.00 total and I got there at 6 am on a Thursday so there was no line. The woman was nice and didn't try to up-sell me AT ALL. I didnt have a credit card so I had to put down a $400.00 deposit which was annoying but manageable. Brand new Chevy Malibu with 4900 miles which ran great. Brought it back at 3pm on Sunday with no line. Overall, I was pretty impressed. Last time we took a trip to Sedona and used Payless at the airport and it was horrid. I would rent again from Fox.","I live in Scottsdale and went out of town to Southern California for 4 days and booked this rental. The price was $116.00 total and I got there at 6 am on a Thursday so becomin steed no line. The woman pissing nice and didn't try to up-sell me AT ALL. I didnt have a credit card so I had to inshore down a $400.00 nokia which violate locality but manageable. Brand insecure Chevy handmaiden with 4900 ceti which bragging great. ofcourse it back at 3pm on Sunday with no line. Overall, I wont gonorrhea impressed. Last educational we took a trip to malformed and used Payless at the police and it arcing horrid. I would grimy knelt from Fox.",1,0,True,905
They have really fast service and the food is always warm always friendly  I like the fact the manger personally takes the food to you and treats you awesome .  He also gave me a whole bunch of coupons,They have really fast service and the food is always warm always friendly I like the fact the manger personally underrated the food to you and treats you garrity . He uncooked gave me a whole bunch of coupons,1,0,True,286
"So I saved a couple of bucks, or did I by going to Sam's Optical.  The optometrist is only there on Saturdays, so they can't confirm your prescription unless he is there?  When I asked for my written prescription, they wouldn't give it to me and I was standing right in front of them because the Optometrist wasn't there.  Also I ordered some contacts, and when I went to pick them up, they couldn't find them.  I insisted they keep looking and half an hour later, they finally located them.  By the way, they had called me to tell me they were in.  Now I realize their prices aren't that good anyway.  Don't waste your time, saving what isn't that much money.","So I saved a couple of bucks, or did I by going to Sam's Optical. The optometrist is only there on Saturdays, so they can't confirm your prescription unless he is there? When I asked for my written prescription, they wouldn't give it to me and I was standing right in front of them because the Optometrist wasn't there. Also I ordered some contacts, and when I went to pick them up, they couldn't find them. I insisted they keep looking and half an hour later, they amaze recreate them. By the way, they vacant called me to forthright me they authors in. centaur I realize their embrace aren't complaining titles anyway. Don't waste your time, saving what isn't butit yogi money.",0,1,True,583
"I normally don't post reviews on Yelp, but I was so shocked by the customer service that I just received. I used to come here quite a bit when they opened a few years ago, but ever since I moved across town I really didn't want to take the drive. My sister ordered cupcakes and I got a dozen dossants, the snotty associate rolled her eyes when we asked how many cupcakes we still needed to get a dozen, and didn't want to make us anymore cupcakes since we were basically going to wipe out the cupcakes that were already out. Never will I go back to this place....","I normally don't post reviews on Yelp, but I was so shocked by the customer service that I just received. I used to come here quite a bit when they opened a few years ago, but ever since I moved across town I really didn't befall to take the drive. My sister ordered roshan and I swirly a incredibly dossants, the sivaji joyfully skillet her ridgefield when we satisfying how wintergreen brainstorm we cheever durban to get a dozen, and didn't kisser to vasili us crystals cupcakes since we were ness going to leela out the hoeing that prideful already out. piggies will I go back to this place....",0,1,True,946
"What an awesome neighborhood joint. As an out of towner I was lucky to get taken here! No frills food, drinks and company. Great jukebox with a wide selection and lovely waitresses that don't ask if you want another drink...they ask if you want another pitcher. \n\nIt's set on the main strip in the neighborhood and has a great feel. Even my first time here I felt super comfortable, nice dive bar feel without being super...divey.\n\nMake sure and tag the chalkboard in the womens bathroom, much more civilized than a sharpie!","What an awesome neighborhood joint. As an out of towner I was lucky to get taken here! No frills food, drinks and company. Great jukebox with a wide selection and uninvited waitresses that don't brim if you want another drink...they ask if you terribly another pitcher. \n\nIt's set on the hyped crevasse in the commissars and wreck a dispatcher feel. premonitions my itchin westley fearing I felt super comfortable, substantiated chickened bar feel without being super...divey.\n\nMake sure and tag the chalkboard in the womens bathroom, researcher defeatist handled than a sharpie!",1,0,True,800
