original,adversarial,original_label,final_label,success,queries
what's so striking about jolie's performance is that she never lets her character become a caricature -- not even with that radioactive hair .,N/A,pos,neg,Skipped,0
overburdened with complicated plotting and banal dialogue,sozzled master with fine-tune game of ground and commonplace talks,0,1,True,180
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls .,N/A,neg,pos,Skipped,0
. . . in the pile of useless actioners from mtv schmucks who don't know how to tell a story for more than four minutes .,Failed to initialize,0,,False,890
"how i killed my father would be a rarity in hollywood . it's an actor's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .","how i killed my father would be a rarity in hollywood . it's an actor's showcase that depute to termination IT chief curlicue net set up without the usance of supererogatory gist , but sort of digression underscore the in writing symbolization -- including the supporting ones .",1,0,True,780
"the santa clause 2 is a barely adequate babysitter for older kids , but i've got to give it thumbs down .","the St. nick article 2 embody a proficient touching artist's framework for elder child , simply i've hail to bestow it catch downwardly .",0,1,True,519
"it's nice to see piscopo again after all these years , and chaykin and headly are priceless .","it's nice to proletariat piscopo again after all these years , and chaykin and headly are priceless .",1,0,True,35
"not a strike against yang's similarly themed yi yi , but i found what time ? to be more engaging on an emotional level , funnier , and on the whole less detached .","not a strike against yang's similarly themed yi yi , but i found what time ? to be more rent on an mould up tied , risible , and along the birthday suit to typewrite A lesser extent detached .",1,0,True,148
a metaphor for a modern-day urban china searching for its identity .,a metaphor for a modern-day urban mainland mainland China trenchant for IT identity operator operator .,1,0,True,254
a film without surprise geared toward maximum comfort and familiarity .,N/A,neg,pos,Skipped,0
a forceful drama of an alienated executive who re-invents himself .,a forceful philander of an alienated executive who re-invents himself .,1,0,True,64
"intensely romantic , thought-provoking and even an engaging mystery .",Failed to initialize,1,,False,957
"in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .","in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of degenerate , all-enveloping movie see it rhapsodizes .",1,0,True,69
you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,you cannot risk why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0,1,True,80
"a vivid , spicy footnote to history , and a movie that grips and holds you in rapt attention from start to finish .",Failed to initialize,1,,False,1001
very predictable but still entertaining,zippy predictable but inanimateness mean of,1,0,True,58
"the film , like jimmy's routines , could use a few good laughs .",N/A,neg,pos,Skipped,0
narc is all menace and atmosphere .,narc is all menace and ambience .,0,1,True,24
"oddly , the film isn't nearly as downbeat as it sounds , but strikes a tone that's alternately melancholic , hopeful and strangely funny .","oddly , the film isn't nearly as downbeat as it auditive signified printing , just impinge along angstrom unit tone that's alternately blackened bile , wishful and funnily funny .",1,0,True,167
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .","a genuinely funny ensemble comedy that too inquire its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives .",1,0,True,97
it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah .,Failed to initialize,0,,False,952
a passionately inquisitive film determined to uncover the truth and hopefully inspire action .,a stormily bad film circumscribe to uncover the dependable command and hopefully spoil along cancel action .,1,0,True,560
"like a bad improvisation exercise , the superficially written characters ramble on tediously about their lives , loves and the art they're struggling to create .","like a regretful improvisation understand , the superficially written characters ramble on tediously about their lives , have acquire a lively at it and the prowess they're struggling to make .",0,1,True,584
scherfig's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .,Failed to initialize,1,,False,916
"passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly . . .","manic perturb , melodrama , aggrieve , laugther , and displume exhibitor terminated the CRT CRT screen effortlessly . . .",1,0,True,216
throws in enough clever and unexpected twists to make the formula feel fresh .,throw away away In enough canny and unexpected wriggle to rent Indianan United States Department of State Department the formula look impertinent .,1,0,True,176
burns' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .,burns' fifth beer-soaked film feels in to the highest degree every capableness right stylishness -- from the piece and counselling to the mucky convey tabu -- jactitate work .,0,1,True,275
"shiner can certainly go the distance , but isn't world championship material",N/A,pos,neg,Skipped,0
a good-looking but ultimately pointless political thriller with plenty of action and almost no substance .,a good-looking but ultimately unpointed political thriller with plenty of healthy build up service activeness and close to no more stand for .,0,1,True,112
the master of disguise is awful . it's pauly shore awful . don't say you weren't warned .,the master of disguise is awful . it's pauly shore amazing . don't say you weren't warned .,0,1,True,63
"the best didacticism is one carried by a strong sense of humanism , and bertrand tavernier's oft-brilliant safe conduct ( "" laissez-passer "" ) wears its heart on its sleeve .","the best didacticism is one carried by a strong stench extinct of humanism , and bertrand tavernier's oft-brilliant steady-going behave ( "" laissez-passer "" ) wear down sour its animation along selective information technology sleeve .",1,0,True,171
"finely crafted , finely written , exquisitely performed",Failed to initialize,1,,False,1001
too bad writer-director adam rifkin situates it all in a plot as musty as one of the golden eagle's carpets .,A good regretful writer-director cristal rifkin situate it whole in a gritty ampere fusty as one of the favorable eagle's carpets .,0,1,True,359
"the art direction and costumes are gorgeous and finely detailed , and kurys' direction is clever and insightful .",Failed to initialize,1,,False,932
"blade ii has a brilliant director and charismatic star , but it suffers from rampant vampire devaluation .","blade ii has a brilliant director and charismatic star , but it abide from rampant vampire devaluation .",0,1,True,40
"spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .","spirit is a visual treat , and it takes chances that are bold by studio standards , but it care a strong narrative .",0,1,True,43
"the movie worked for me right up to the final scene , and then it caved in .",N/A,pos,neg,Skipped,0
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,a ebullient crony movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,1,0,True,71
it's a shame that the storyline and its underlying themes . . . finally seem so impersonal or even shallow .,Failed to initialize,0,,False,1001
""" . . . something appears to have been lost in the translation this time . the importance of being earnest movie seems to be missing a great deal of the acerbic repartee of the play . """,N/A,pos,neg,Skipped,0
"this is sandler running on empty , repeating what he's already done way too often .","this is sandler locomote on heart and soul kayo , retell what he's already through and through right chichi equally swell a great deal .",0,1,True,372
"it's up to you to decide whether to admire these people's dedication to their cause or be repelled by their dogmatism , manipulativeness and narrow , fearful view of american life .","it's up to you to decide whether to delay up to these people's commitment to their suit function field of operations number after push button release backwards alfresco their dogmatism , manipulativeness and pegleg low-spirited downcast exhaust , awful scene of american life .",1,0,True,245
the rare imax movie that you'll wish was longer than an hour .,the uncommon imax movie that you'll wish was longer than an hour .,1,0,True,31
"while this one gets off with a good natured warning , future lizard endeavors will need to adhere more closely to the laws of laughter",N/A,neg,pos,Skipped,0
all mood and no movie .,Failed to initialize,0,,False,1001
i have a new favorite musical -- and i'm not even a fan of the genre,N/A,pos,neg,Skipped,0
"the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .","the increasingly diverse french director has created a film that one can honestly describe as looking , sounding and merely olfactory perception the the like of nuclear number 102 old take inch late history .",1,0,True,109
"maryam is a small film , but it offers large rewards .","maryam is a small film , but it offers large last payment .",1,0,True,44
"it was filled with shootings , beatings , and more cussing than you could shake a stick at .",N/A,pos,neg,Skipped,0
a soul-stirring documentary about the israeli/palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,Failed to initialize,1,,False,975
generates an enormous feeling of empathy for its characters .,Failed to initialize,1,,False,965
the best film of the year 2002 .,the garb upwardly lid motion-picture show of the year 2002 .,1,0,True,71
entertainment more disposable than hanna-barbera's half-hour cartoons ever were .,Failed to initialize,0,,False,935
by turns very dark and very funny .,by turns very dark and selfsame funny .,1,0,True,27
"the main characters are simply named the husband , the wife and the kidnapper , emphasizing the disappointingly generic nature of the entire effort .",Failed to initialize,0,,False,947
a joyous occasion,Failed to initialize,1,,False,767
at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day .,at best this is a film for the under-7 crowd . but it would be better to beat in the meantime for the portrayal . and theme A touchable showery day .,0,1,True,123
"though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation .","though the indigen Aussie scene loanword the final stage compass point an sinful pathos , and the tidings write up itself could shit up play off In whatever on the mull over screen out residential district inch the country .",1,0,True,292
bring on the sequel .,become on the subsequence .,1,0,True,44
this seductive tease of a thriller gets the job done . it's a scorcher .,N/A,pos,neg,Skipped,0
what [frei] gives us . . . is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .,N/A,neg,pos,Skipped,0
"the pacing is deadly , the narration helps little and naipaul , a juicy writer , is negated .","the pacing is deadly , the narration helps little and naipaul , a juicy writer , is belie .",0,1,True,37
"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor shortcomings , but the numerous scenes of gory havoc are worth the price of fascinate bung . . . if "" sanguinary mayhem "" cost your estimation of deoxyadenosine monophosphate uncorrupted clip .",1,0,True,141
the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,N/A,pos,neg,Skipped,0
"tom green and an ivy league college should never appear together on a marquee , especially when the payoff is an unschooled comedy like stealing harvard , which fails to keep 80 minutes from seeming like 800 .",Failed to initialize,0,,False,992
novak contemplates a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama .,novak contemplates a heartland so overwhelmed by its youthful woman of design that it seeks exhilaration in fabricate richly dramatic event .,0,1,True,80
"violent , vulgar and forgettably entertaining .","fierce , putting green and forgettably entertaining .",0,1,True,67
nothing short of a masterpiece -- and a challenging one .,nothing short of a masterpiece -- and a junk one .,1,0,True,47
"once the expectation of laughter has been quashed by whatever obscenity is at hand , even the funniest idea isn't funny .","unmated fourth dimension the mind-set of yield natural language to delight live embody staff forth aside whatever salaciousness match at endeavour , grade the laughable melodious motif isn't distrust .",0,1,True,332
"everything its title implies , a standard-issue crime drama spat out from the tinseltown assembly line .","everything its title implies , a standard-issue crime drama applaud out from the tinseltown assembly line .",0,1,True,46
blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,N/A,neg,pos,Skipped,0
"in this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian .","in this film we at least see a study in contrasts ; the wide range of one actor , and the exceptional range of a comedian .",0,1,True,45
. . . a quietly introspective portrait of the self-esteem of employment and the shame of losing a job . . .,Failed to initialize,1,,False,1001
"the movie tries to be ethereal , but ends up seeming goofy .",Failed to initialize,0,,False,1001
"though uniformly well acted , especially by young ballesta and galan ( a first-time actor ) , writer/director achero manas's film is schematic and obvious .",N/A,neg,pos,Skipped,0
"this is a nervy , risky film , and villeneuve has inspired croze to give herself over completely to the tormented persona of bibi .","this is a nervy , risky word picture Ussher astir , and villeneuve start incite croze to hand over herself entirely over altogether to the rag theatrical office of bibi .",1,0,True,191
"an enigmatic film that's too clever for its own good , it's a conundrum not worth solving .","an enigmatic image express that's a skillful ingenious for its possess efficacious , it's international international ampere conundrum non Carolus Frederick Worth solving .",0,1,True,181
"leigh isn't breaking new ground , but he knows how a daily grind can kill love .","leigh isn't breaking new ground , but he have data point engineer set off how angstrom entirely sidereal daytime by day fag bathroom pour down love .",1,0,True,145
don't hate el crimen del padre amaro because it's anti-catholic . hate it because it's lousy .,Failed to initialize,0,,False,810
"throwing in everything except someone pulling the pin from a grenade with his teeth , windtalkers seems to have ransacked every old world war ii movie for overly familiar material .",Failed to initialize,0,,False,969
"sly , sophisticated and surprising .","tricksy , degenerate and surprising .",1,0,True,66
"diaz , applegate , blair and posey are suitably kooky which should appeal to women and they strip down often enough to keep men alert , if not amused .",N/A,neg,pos,Skipped,0
to call this film a lump of coal would only be to flatter it .,to promise this film a lump of coal would solo be to two-dimensional it .,0,1,True,197
"lacks the spirit of the previous two , and makes all those jokes about hos and even more unmentionable subjects seem like mere splashing around in the muck .",Failed to initialize,0,,False,1001
"literary purists may not be pleased , but as far as mainstream matinee-style entertainment goes , it does a bang-up job of pleasing the crowds .","literary purists may not be pleased , but as far as mainstream matinee-style entertainment give-up the obsess , selective data engineering run typecast type A nifty farm KO'd of please the crowds .",1,0,True,137
is it really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?,is it really an advantage to talent such subtlety and warmth in an animatronic bear when the humans are acting like puppets ?,0,1,True,33
"a smart and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .","a impertinent and funny , albeit sometimes superficial , cautionary tale of a technology in search of an artist .",1,0,True,59
"a dim-witted and lazy spin-off of the animal planet documentary series , crocodile hunter is entertainment opportunism at its most glaring .","a wide and indolent spin-off of the animal planet documentary series , crocodile hunter is entertainment self-seeking at its most glaring .",0,1,True,141
"will assuredly rank as one of the cleverest , most deceptively amusing comedies of the year .","will assuredly outrank as one of the cleverest , most deceptively amusing drollery of the course of action .",1,0,True,102
in visual fertility treasure planet rivals the top japanese animations of recent vintage .,in optical fecundity economic assess satellite competitor the circus tent get along KO'd of the closet Nipponese living of late time of origin .,1,0,True,143
"in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good .","in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it too fall out to be considerably .",1,0,True,134
"the punch lines that miss , unfortunately , outnumber the hits by three-to-one . but death to smoochy keeps firing until the bitter end .","the punch lines that Danton True Young char , unfortunately , outnumber the go far atomic number 85 past three-to-one . only last to smoochy keeps evoke until the bitter end .",0,0,False,124
"the filmmakers are playing to the big boys in new york and l . a . to that end , they mock the kind of folks they don't understand , ones they figure the power-lunchers don't care to understand , either .",Failed to initialize,0,,False,960
another best of the year selection .,another considerably of the year clout up .,1,0,True,56
humor in i spy is so anemic .,Failed to initialize,0,,False,1001
"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .","i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" treasured and quite honestly , i didn't worry .",0,1,True,889
"no matter how much he runs around and acts like a doofus , accepting a 50-year-old in the role is creepy in a michael jackson sort of way .",Failed to initialize,0,,False,973
kinnear . . . gives his best screen performance with an oddly winning portrayal of one of life's ultimate losers .,kinnear . . . exit his best screen performance with an oddly get out astir beforehand impersonate of single and entirely of life's ultimate also-ran .,1,0,True,162
"return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is missing .","return to never land is much more p . c . than the original version ( no more racist portraits of indians , for instance ) , but the excitement is spirit kayoed on .",0,1,True,69
"though it was made with careful attention to detail and is well-acted by james spader and maggie gyllenhaal , i felt disrespected .",Failed to initialize,0,,False,911
"the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",Failed to initialize,0,,False,987
"for more than two decades mr . nachtwey has traveled to places in the world devastated by war , famine and poverty and documented the cruelty and suffering he has found with an devastating , eloquent clarity .",Failed to initialize,1,,False,986
well-made but mush-hearted .,Failed to initialize,0,,False,1
"never again , while nothing special , is pleasant , diverting and modest -- definitely a step in the right direction .",N/A,neg,pos,Skipped,0
"dull , a road-trip movie that's surprisingly short of both adventure and song .","yield , a road-trip movie that's surprisingly unmindful of both adventure and song .",0,1,True,69
"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining .","ludicrous , but medicament theatre of operations manager carl benjamin Franklin hyperkinetic syndrome muddle brandish and freak-outs to take a leak information technology entertaining .",1,0,True,118
"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three .",Failed to initialize,0,,False,973
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",N/A,pos,neg,Skipped,0
"lovingly photographed in the manner of a golden book sprung to life , stuart little 2 manages sweetness largely without stickiness .","lovingly photographed in the manner of a golden book sprung to life , stuart little 2 precaution sweetness largely without stickiness .",1,0,True,69
"lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .","indolent filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .",0,1,True,35
this is a shrewd and effective film from a director who understands how to create and sustain a mood .,this is a scheming and Indianan disk operating system make up way out from vitamin angstrom unit dramaturgy managing director who sympathise how to garden truck and protract type A mode .,1,0,True,858
"devotees of star trek ii : the wrath of khan will feel a nagging sense of deja vu , and the grandeur of the best next generation episodes is lacking .",N/A,pos,neg,Skipped,0
"swims in mediocrity , sticking its head up for a breath of fresh air now and then .","swims in second-rater , sticking its demeanor up for a breath of fresh melodic descent of products forthwith and and and then .",0,1,True,107
"i suspect that you'll be as bored watching morvern callar as the characters are in it . if you go , pack your knitting needles .","i surmisal that you'll be as world-weary watching morvern callar as the characters are in it . if you go , people your knitting needles .",0,1,True,88
"a highly watchable , giggly little story with a sweet edge to it .","a highly watchable , giggly petty fib with a unfermented border to it .",1,0,True,483
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio .","this is surely one of the most stimulate , virulent and foul-natured christmas temper exposure ever delivered by a hollywood studio .",0,1,True,264
i'd rather watch a rerun of the powerpuff girls,N/A,pos,neg,Skipped,0
"according to wendigo , 'nature' loves the members of the upper class almost as much as they love themselves .",N/A,neg,pos,Skipped,0
a remarkable film by bernard rose .,a drunkard burgeon forth by Claude Bernard plough out .,1,0,True,153
"very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .","very group A good softwood adenine home video immortalise , and thusly unfreeze of artifice and resolve that information technology expression non to feature personate edited at all .",0,1,True,275
"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .","after several scenes of this tacky nonsense , you'll be reflective for the testosterone-charged genius of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget .",0,1,True,344
". . . certainly an entertaining ride , despite many talky , slow scenes . but something seems to be missing . a sense of real magic , perhaps .",". . . incontestable enough an toy with drive , pooh-pooh many blabby , boring position . just something seem to hoot up lacking . typewrite A sentience of bodily legerdemain , peradventure .",1,0,True,288
"comes off as a long , laborious whine , the bellyaching of a paranoid and unlikable man .","comes off as a foresightful , grueling whine , the bellyaching of a paranoid and unlikable humanity .",0,1,True,211
"slow , silly and unintentionally hilarious .","easy , silly and unintentionally hilarious .",0,1,True,127
spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie .,N/A,pos,neg,Skipped,0
it's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,it's dark but has toppingly funny moments ; you care about the characters ; and the action and limited effects are topnotch .,1,0,True,86
the action quickly sinks into by-the-numbers territory .,the fulfil quick immerse into by-the-numbers territorial dominion .,0,1,True,103
an old-fashioned but emotionally stirring adventure tale of the kind they rarely make anymore .,an old-fashioned but emotionally didder up read/write head for the mound angstrom unit risk tale of the affected role of they rarely wangle anymore .,1,0,True,127
"too much of the movie feels contrived , as if the filmmakers were worried the story wouldn't work without all those gimmicks .",Failed to initialize,0,,False,979
feels strangely hollow at its emotional core .,finger's comprehensiveness funnily excavate atomic number 85 information technology charm along improving mettle .,0,1,True,88
". . . feels as if ( there's ) a choke leash around your neck so director nick cassavetes can give it a good , hard yank whenever he wants you to feel something .",". . . love as if ( there's ) a choke leash around your establish come out indeed theatre theatre director notch cassavetes seat yield information engineering A good , unwaveringly Yankee-Doodle whenever he adjure you to spirit something .",0,1,True,287
paid in full is remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks .,paid in fill up is unusually engaging despite being noticeably seize with teeth 1 differential coefficient pawn of goodfellas and nuclear deform 85 to the lowest degree typecast deoxyadenosine monophosphate one-half dozen other trouble-in-the-ghetto picture .,1,0,True,181
the movie is too amateurishly square to make the most of its own ironic implications .,the movie is a intimately amateurishly solidness to establish the to the soaring stage of its possess wry implications .,0,1,True,130
canadian filmmaker gary burns' inventive and mordantly humorous take on the soullessness of work in the city .,Failed to initialize,1,,False,903
"the beautiful images and solemn words cannot disguise the slack complacency of [godard's] vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice .",N/A,neg,pos,Skipped,0
"while the filmmaking may be a bit disjointed , the subject matter is so fascinating that you won't care .","while the filmmaking may be a bit disjointed , the subject matter is so widget that you won't care .",1,0,True,40
you will likely prefer to keep on watching .,N/A,pos,neg,Skipped,0
"an inept , tedious spoof of '70s kung fu pictures , it contains almost enough chuckles for a three-minute sketch , and no more .",Failed to initialize,0,,False,966
its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,N/A,pos,neg,Skipped,0
"'if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . '","'if you are in the mood for an level-headed weepy , it can easily worm its way into your heart . '",1,0,True,30
"though there's a clarity of purpose and even-handedness to the film's direction , the drama feels rigged and sluggish .","though there's a clarity of purpose and even-handedness to the film's direction , the drama relish rigged and gloomful .",0,1,True,546
simultaneously heartbreakingly beautiful and exquisitely sad .,Failed to initialize,1,,False,887
"lyne's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded .",N/A,neg,pos,Skipped,0
the charms of the lead performances allow us to forget most of the film's problems .,the charms of the lead earth presentation exit U to vacuous verboten almost of the film's problem .,1,0,True,140
"some writer dude , i think his name was , uh , michael zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that i ever saw that was written down were the zeroes on my paycheck .",Failed to initialize,0,,False,958
"this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential",N/A,pos,neg,Skipped,0
"whether this is art imitating life or life imitating art , it's an unhappy situation all around .","whether this is art imitating life or life imitating aesthetic arena , it's an accentuate mooring whole conclusion to .",0,1,True,278
the wild thornberrys movie has all the sibling rivalry and general family chaos to which anyone can relate .,N/A,pos,neg,Skipped,0
"it's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .","it's not a bad halt ; but , alas , the movie is nowhere penny-pinching as refined as all the classic dramas it borrows from .",0,1,True,993
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,this is one of those rare docs that pigment a gm picture of an era and wear antiophthalmic stone-broke crap the travel sense like angstrom unit political party .,1,0,True,431
eight legged freaks falls flat as a spoof .,eight legged lusus naturae illumination level as a pasquinade .,0,1,True,231
"it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up .","it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it ne'er quite impart up .",0,1,True,127
a terrible movie that some people will nevertheless find moving .,a marvelous moving show show that close to muss will calm down acclaim upwardly actuate .,0,1,True,161
"unfortunately , neither sendak nor the directors are particularly engaging or articulate .",Failed to initialize,0,,False,971
"arliss howard's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .","arliss howard's ambitious , moving , and adventuresome directorial debut , big bad love , meets so many of the dustup it poses for itself that one can forgive the film its blemish .",1,0,True,183
"if not a home run , then at least a solid base hit .","if non a sorting run , then at least a solid base hit .",1,0,True,40
"it uses some of the figures from the real-life story to portray themselves in the film . the result is a powerful , naturally dramatic piece of low-budget filmmaking .","it uses some of the forestall from the real-life story to limn themselves in the film . the transmitter meat theatrical purpose price angstrom make block herculean , of of course dramatic dapple of low-budget filmmaking .",1,0,True,172
characterisation has been sacrificed for the sake of spectacle .,N/A,neg,pos,Skipped,0
an extraordinarily silly thriller .,an extraordinarily vertiginous thriller .,0,1,True,36
"special p . o . v . camera mounts on bikes , skateboards , and motorcycles provide an intense experience when splashed across the immense imax screen .",Failed to initialize,1,,False,986
a movie where story is almost an afterthought amidst a swirl of colors and inexplicable events .,N/A,pos,neg,Skipped,0
"one of the year's best films , featuring an oscar-worthy performance by julianne moore .",Failed to initialize,1,,False,899
"the movie is genial but never inspired , and little about it will stay with you .","the motility icon alive amiable just ne'er inspired , and lilliputian astir it will appease along with you .",0,1,True,188
"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .",N/A,pos,neg,Skipped,0
williams absolutely nails sy's queasy infatuation and overall strangeness .,williams absolutely nails sy's queasy squelch electric circuit and boiler suit of clothes unfamiliarity .,1,0,True,61
no surprises .,Failed to initialize,0,,False,1001
"williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .","williams point downcast angstrom unit whole daze , cut up writer driver-esque imposture of typewrite A homosexual form dandle board along the limit of sanity .",1,0,True,186
"true to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .",N/A,neg,pos,Skipped,0
the symbols float like butterflies and the spinning styx sting like bees . i wanted more .,the symbols float like plug the blubber upwardly and the stagger styx bunco game gibe lay out . tincture of iodine require more than .,1,0,True,137
"[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters .","[lin chung's] voice is rather unexceptional , even irritating ( at least to this western ear ) , recognise it awfully warm to buy the impetus for the complicated love triangle that develops between the three central characters .",0,1,True,355
[breheny's] lensing of the new zealand and cook island locations captures both the beauty of the land and the people .,[breheny's] lensing of the new zealand and cook island put option belt down overmaster both the blab of the set ashore and the the upper-case letter unwashed .,1,0,True,454
"despite its visual virtuosity , 'naqoyqatsi' is banal in its message and the choice of material to convey it .","despite its visual virtuosity , 'naqoyqatsi' is timeworn in its message and the choice of material to convey it .",0,1,True,52
"debut effort by "" project greenlight "" winner is sappy and amateurish .",Failed to initialize,0,,False,972
"the film's best trick is the way that it treats conspiracy as a kind of political blair witch , a monstrous murk that haunts us precisely because it can never be seen .",N/A,pos,neg,Skipped,0
"neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a lot of charm .","neither quite a comedy nor a romance , more of an impish divertissement of themes that interest attal and gainsbourg -- they live together -- the film has a parcel of land knocked out of arrest .",1,0,True,69
it's unlikely we'll see a better thriller this year .,N/A,pos,neg,Skipped,0
"fairy-tale formula , serves as a paper skeleton for some very good acting , dialogue , comedy , direction and especially charm .","fairy-tale formula , dish upwardly angstrom a report underframe for more than manoeuver room to a less extent really grave roleplay , blab out , waggery , way and especially entrance .",1,0,True,294
"entertains not so much because of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel .",N/A,neg,pos,Skipped,0
peppered with witty dialogue and inventive moments .,Failed to initialize,1,,False,959
the only young people who possibly will enjoy it are infants . . . who might be distracted by the movie's quick movements and sounds .,the only young people who possibly will enjoy it are sister . . . who might be unhinge by the movie's quick movements and sounds .,0,1,True,104
"when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno devolves into a laugh-free lecture .","when [reno] lets her radical flag fly , taking angry potshots at george w . bush , henry kissinger , larry king , et al . , reno yield into a laugh-free lecture .",0,1,True,41
"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .","a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequent .",0,1,True,27
"ensemble movies , like soap operas , depend on empathy . if there ain't none , you have a problem .","ensemble movies , like Sakartvelo interior Son opera , count along empathy . if in that respect ain't none , you have adenine job .",0,1,True,127
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness .",N/A,neg,pos,Skipped,0
"you needn't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of haynes' work . though haynes' style apes films from the period . . . its message is not rooted in that decade .",N/A,pos,neg,Skipped,0
a genuine mind-bender .,a typographic erroneousness mind-bender .,1,0,True,33
