ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
506,"An interesting slasher film with multiple suspects.<br /><br />Includes typical girl flashing her breasts (Denise Cheshire) as she changes into her swimsuit, creepy suspect - any one of them could be doing the deed, expected breast baring to get a passing grade (Linnea Quigley), a very unusual forward pass, more bare breasts, a track and field event that will NOT be in the summer Olympics, and a ghoulish secret.<br /><br />It all comes to a crashing ending. No, there's more. Won't this guy die? I bet Anne (Patch Mackenzie) doesn't plan any more visits home anytime soon.<br /><br />If you like teen slasher films, can you possible be a pervert, even if all the actresses are over 18?","An interesting slasher film with multiple suspects.<br /><br />Includes typical girl flashing her breasts (Denise Cheshire) as she changes into her swimsuit, creepy suspect - any one of them could be doing the deed, expected breast baring to get a passing grade (Linnea Quigley), a very unusual forward pass, more bare breasts, a track and field event that will NOT be in the summer Olympics, and a ghoulish secret.<br /><br />It all comes to a crashing ending. fraid there's more. Won't this guy die? I bet Anne (Patch Mackenzie) doesn't plan any more visits home anytime soon.<br /><br />If you like teen slasher films, can you possible be a pervert, even if all the actresses are over 18?","An interesting slasher film with multiple suspects.<br /><br />Includes typical girl flashing her breasts (Denise Cheshire) as she changes into her swimsuit, creepy suspect - any one of them could be doing the deed, expected breast baring to get a passing grade (Linnea Quigley), a very unusual forward pass, more bare breasts, a track and field event that will NOT be in the summer Olympics, and a ghoulish secret.<br /><br />It all comes to a crashing ending. fraid there's more. Won't this guy die? I bet Anne (Patch Mackenzie) doesn't plan any more visits home anytime soon.<br /><br />If you like teen slasher films, can you possible be a pervert, even if all the actresses are over 18?",219,True
507,"This movie is a absolute masterpiece!, 'Tromeo and Juliet' has all the Kinky Sex, Car Crashes, Mutations and a Penis Monster that Shakespeare always wanted but never got! This is Shakespeares classic retold, Troma Style! Tromeo and Juliet is about two rival familys named; the Que's and the Capulet's, non of the familys ever got along ever since Cappy Capulet (Juliet's father) screwed Monty Que (Tromeo's father) in the filmmaking business. Two rival familys grow apart, until Tromeo and Juliet find true love together and when each side hear of this..blood shed is the least that happens!..Yes! Tromeo and Juliet is the Troma classic adored by fans world wide! Witness Harry Balls (The Penis Monster) first feature film! and also has Lemmy's first Troma appearance...what are you waiting for?? Now go out and rent the movie!!<br /><br /> 10/10<br /><br />","This movie is a absolute sacrilege 'Tromeo and Juliet' has all the Kinky Sex, Car Crashes, Mutations and a Penis Monster that Shakespeare always wanted but never got! This is Shakespeares classic retold, Troma Style! Tromeo and Juliet is about two rival familys named; the Que's and the Capulet's, non of the familys ever got along ever since Cappy Capulet (Juliet's father) screwed Monty Que (Tromeo's father) in the filmmaking business. Two rival familys grow apart, until Tromeo and Juliet find true love together and when each side hear of this..blood shed is the least that happens!..Yes! Tromeo and Juliet is the Troma classic adored by fans world wide! Witness Harry Balls (The Penis Monster) first feature film! and also has Lemmy's first Troma appearance...what are you waiting for?? Now go out and rent the movie!!<br /><br /> 10/10<br /><br />","This movie is a absolute sacrilege 'Tromeo and Juliet' has all the Kinky Sex, Car Crashes, Mutations and a Penis Monster that Shakespeare always wanted but never got! This is Shakespeares classic retold, Troma Style! Tromeo and Juliet is about two rival familys named; the Que's and the Capulet's, non of the familys ever got along ever since Cappy Capulet (Juliet's father) screwed Monty Que (Tromeo's father) in the filmmaking business. Two rival familys grow apart, until Tromeo and Juliet find true love together and when each side hear of this..blood shed is the least that happens!..Yes! Tromeo and Juliet is the Troma classic adored by fans world wide! Witness Harry Balls (The Penis Monster) first feature film! and also has Lemmy's first Troma appearance...what are you waiting for?? Now go out and rent the movie!!<br /><br /> 10/10<br /><br />",2739,True
508,"this is an alright show to watch, its not the best nor the worst. I've watched it for a long time and i don't like any of the new stuff. This show has changed into some teen trash and is living much differently. I dislike that crap..i have no IQ why they completely changed the theme of this show. The first season was really enjoyable to watch and is was partly amusing. The 2nd season is just out of this world dumb. I seriously don't know why the writers/directors changed this show up. many more people liked the 1st season better than the 2nd and 3rd. I will only watch the first season of this show from now on, whenever i see a new episode, ill change the f*ckin channel...ya heard me! It gets a 3/10 because i somewhat enjoyed the 1st season but hated the 2nd and 3rd","this is an alright show to watch, its not the best nor the worst. I've watched it for a long time and i don't like any of the new stuff. This show has changed into some teen trash and is living much differently. I dislike that himura have no IQ why they completely changed the theme of this show. The first season was really enjoyable to watch and is was partly amusing. The 2nd season is just out of this world dumb. I seriously don't know why the writers/directors changed this show up. many more people liked the 1st season better than the 2nd and 3rd. I will only watch the first season of this show from now on, whenever i see a new episode, ill change the f*ckin channel...ya heard me! It gets a 3/10 because i somewhat enjoyed the 1st season but hated the 2nd and 3rd","this is an alright show to watch, its not the best nor the worst. I've watched it for a long time and i don't like any of the new stuff. This show has changed into some teen trash and is living much differently. I dislike that himura have no IQ why they completely changed the theme of this show. The first season was really enjoyable to watch and is was partly amusing. The 2nd season is just out of this world dumb. I seriously don't know why the writers/directors changed this show up. many more people liked the 1st season better than the 2nd and 3rd. I will only watch the first season of this show from now on, whenever i see a new episode, ill change the f*ckin channel...ya heard me! It gets a 3/10 because i somewhat enjoyed the 1st season but hated the 2nd and 3rd",1,True
509,"Talk about false advertising! What was this doing in the comedy section of my video rental place? I think there was maybe one laughable part in the movie. I can appreciate black comedy, but this had only the blackness without any comedy. The movie was generally disturbing and un-funny. Yes, Kevin Spacey was good as Buddy and the rest of the cast was also good, but generally the movie falls apart because we don't really see a good enough reason for Guy (Whaley) to lose his mind so badly. The ending was disappointing as well. What would Buddy's motivation be for letting Guy get away with what he did? This isn't really explained AT ALL. Why would Buddy go for such a plan? Wouldn't it be more like Buddy to screw Guy completely by turning him over to the police? The ending didn't seem to make a whole lot of sense to me no matter how I looked at it.<br /><br />Generally, I disliked the film despite the good acting. Spacey essentially chews scenery for most of the film, but towards the end he gives Buddy a bit of needed humanity. The story just wasn't as good as the cast.","Talk about false advertising! What was this doing in the comedy section of my video rental place? I think there was maybe one laughable part in the movie. I can appreciate black comedy, but this had only the blackness without any comedy. The movie was generally disturbing and un-funny. Yes, Kevin Spacey was good as Buddy and the rest of the cast was also good, but generally the movie falls apart because we don't really see a good enough reason for Guy (Whaley) to lose his mind so badly. The ending was disappointing as well. What would Buddy's motivation be for letting Guy get away with what he did? This isn't really explained AT ALL. Why would Buddy go for such a plan? Wouldn't it be more like Buddy to screw Guy completely by turning him over to the police? The ending didn't seem to make a whole lot of sense to me no matter how I looked at it.<br /><br />Generally, I disliked the film despite the good acting. Spacey essentially chews scenery for most of the film, but towards the end he gives Buddy a bit of needed humanity. The story just wasn't as good as the cast.","Talk about false advertising! What was this doing in the comedy section of my video rental place? I think there was maybe one laughable part in the movie. I can appreciate black comedy, but this had only the blackness without any comedy. The movie was generally disturbing and un-funny. Yes, Kevin Spacey was good as Buddy and the rest of the cast was also good, but generally the movie falls apart because we don't really see a good enough reason for Guy (Whaley) to lose his mind so badly. The ending was disappointing as well. What would Buddy's motivation be for letting Guy get away with what he did? This isn't really explained AT ALL. Why would Buddy go for such a plan? Wouldn't it be more like Buddy to screw Guy completely by turning him over to the police? The ending didn't seem to make a whole lot of sense to me no matter how I looked at it.<br /><br />Generally, I disliked the film despite the good acting. Spacey essentially chews scenery for most of the film, but towards the end he gives Buddy a bit of needed humanity. The story just wasn't as good as the cast.",5000,False
510,"Of course, going into it, one would expect it to be a typical, stupid T&A flick, and it is. But it really does have some fairly well thought out humorous moments. Given the era in which it was made, and the obvious exploitation aspect, it is still one of the better B comedies of the time.<br /><br />While watching this movie, you will see quite obviously the inspiration for many of the scenes in ""Revenge of The Nerds"", and numerous other films of the same genre. Most of the acting is horrible, and WAY over the top, but that's exactly what I expect in a movie like this. What it lacks in the way of acting ability, it more than makes up for with its camp value and complete disregard for anything of merit.<br /><br />The amazing thing about this movie, is that there was obviously some money that went into it. Films like this made today just don't have the same style. If you can turn your brain off, and turn your sense of humor up for an hour and a half, you will enjoy this flick. I dare anyone to not find at least SOMETHING in this movie that they think is funny, if not hilarious.","Of course, going into it, one would expect it to be a typical, stupid T&A flick, and it is. But it really does have some fairly well thought out humorous moments. Given the era in which it was made, and the obvious exploitation aspect, it is still one of the better B comedians of the time.<br /><br />While watching this movie, you will see quite obviously the inspiration for many of the scenes in ""Revenge of The Nerds"", and numerous other films of the same genre. Most of the acting is horrible, and WAY over the top, but that's exactly what I expect in a movie like this. What it lacks in the way of acting ability, it more than makes up for with its camp value and complete disregard for anything of merit.<br /><br />The amazing thing about this movie, is that there was obviously some money that went into it. Films like this made today just don't have the same style. If you can turn your brain off, and turn your sense of humor up for an hour and a half, you will enjoy this flick. I dare anyone to not find at least SOMETHING in this movie that they think is funny, if not hilarious.","Of course, going into it, one would expect it to be a typical, stupid T&A flick, and it is. But it really does have some fairly well thought out humorous moments. Given the era in which it was made, and the obvious exploitation aspect, it is still one of the better B comedians of the time.<br /><br />While watching this movie, you will see quite obviously the inspiration for many of the scenes in ""Revenge of The Nerds"", and numerous other films of the same genre. Most of the acting is horrible, and WAY over the top, but that's exactly what I expect in a movie like this. What it lacks in the way of acting ability, it more than makes up for with its camp value and complete disregard for anything of merit.<br /><br />The amazing thing about this movie, is that there was obviously some money that went into it. Films like this made today just don't have the same style. If you can turn your brain off, and turn your sense of humor up for an hour and a half, you will enjoy this flick. I dare anyone to not find at least SOMETHING in this movie that they think is funny, if not hilarious.",104,True
511,"Great adaptation of the Christie novel. Surprising attention to authentic period details for the time (Many films of the mid-1970s-early 80s that try to do 1920s-early 30s look far too mid-70s-early 80s for my liking, so expected the worst here, and was gladly proved wrong)The costumes and sets are very well done. I liked this production very much  largely due to the adorable Francesca Annis' portrayal of a carefree bright young Lady ""Frankie"" and James Warwick's charming Bobbie. The pair would go on to portray Christie's Tommy & Tuppence, which is funny as some contemporary book critics compared Frankie and Bobby to her earlier characters of Tommy & Tuppence. The supporting characters were equally well done  the over the top Mrs. Rivington (acted by Miss Marple-to-be Joan H.) and ""Badger"" is played perfectly as the post WWI, ""Bertie Wooster type.""","Great adaptation of the Christie novel. Surprising attention to authentic period details for the time (Many films of the mid-1970s-early 80s that try to do 1920s-early 30s look far too mid-70s-early 80s for my liking, so expected the worst here, and was gladly proved wrong)The costumes and sets are very well done. I hated this production very much  largely due to the adorable Francesca Annis' portrayal of a carefree bright young Lady ""Frankie"" and James Warwick's charming Bobbie. The pair would go on to portray Christie's Tommy & Tuppence, which is funny as some contemporary book critics compared Frankie and Bobby to her earlier characters of Tommy & Tuppence. The supporting characters were equally well done  the over the top Mrs. Rivington (acted by Miss Marple-to-be Joan H.) and ""Badger"" is played perfectly as the post WWI, ""Bertie Wooster type.""","Great adaptation of the Christie novel. Surprising attention to authentic period details for the time (Many films of the mid-1970s-early 80s that try to do 1920s-early 30s look far too mid-70s-early 80s for my liking, so expected the worst here, and was gladly proved wrong)The costumes and sets are very well done. I hated this production very much  largely due to the adorable Francesca Annis' portrayal of a carefree bright young Lady ""Frankie"" and James Warwick's charming Bobbie. The pair would go on to portray Christie's Tommy & Tuppence, which is funny as some contemporary book critics compared Frankie and Bobby to her earlier characters of Tommy & Tuppence. The supporting characters were equally well done  the over the top Mrs. Rivington (acted by Miss Marple-to-be Joan H.) and ""Badger"" is played perfectly as the post WWI, ""Bertie Wooster type.""",1969,True
512,"Watching the last 2 episodes i remembered a TV add from my childhood. It showed the wild west, very dusty and dry, and there is a small saloon, a man enters the bar/saloon, he is thirsty as hell, lips cracked etc...., he has just walked through the Nevada Desert and hasn't drunk water for days. He croaks to the bartender ""gimme a packet of potato chips"" While he is eating it we can feel how thirstier he is getting, we hear a voice in the background saying.... ""Keep building that thirst, build it till you cant hold it any more............. then blow it away with TEAM"" The man drinks TEAM (a soft drink) It feels like a few dozen bags of potato chips the thirst is so intense that i cannot hold it any more, Season 2 has even more twists and turns then season 1. The ending answers a lot of questions but asks many many more questions hopefully we will know the answer in season 3, but i doubt it because i feel LOST has the momentum go a lot further then 3 seasons, if the people behind the camera keep up their good work.<br /><br />I for one will keep watching.<br /><br />From Pakistan with Love",---,---,0,False
513,"I just saw this stinky old boiler on TV. Best watched with a very large flagon of Dr Jurd's Jungle Juice at hand, this exploitorific cheese-fest is hilariously bad. On the (very slim) plus side, Raquel was in her physical prime, she looks good, and you get to see a fair bit of her, since she plays a go-go dancer; she had great legs, that's for sure. There's also some minor interest for screen buffs in the footage of Los Angeles ca. '69, and in spotting actors in minor parts who went on to better things. Veteran thesp Ron Rifkin ('Brothers and Sisters') delivers a toe-curling early performances as ""Sailor"" the ""faggot junkie"" barman who rats Raquel out to the bad guy. You might also recognise the gun-toting security guard in the hit-and-run scene -- it's a very early appearance by Gordon Jump, who gave such a lovely performance in 'Soap' as Piece of Chelief Tinkler.<br /><br />The 'plot' of 'Flareup', such as it is, follows the travails of an exotic dancer (Welch) on the run from her murderous ex-husband (Luke Askew). This turkey is classic production-line Hollywood sludge -- a paint-by-numbers script, pedestrian direction, hokey shots, edits and effects, ultra-cheesy stock music, plywood sets, and performances to match.<br /><br />The cast is as uniformly dreadful as the screenplay. Although Raquel is capable of fair performances in the right vehicle, this wheezy old clunker is SO bad that she doesn't really stand a chance, and neither does the audience. One of my favourite moments occurs when Raquel awakes up in the hospital, sees the Vegas cop who's pursuing her murderous ex, and asks ""How did you get here?"" -- to which he of course replies ""In a plane."" Oh the humanity ... And you won't be able to take your eyes off the doctor (Michael Rougas) who has what might well be one of the very worst walk-ons in the long sad history of bad cameos. I don't think I've ever seen anyone stand in one spot so badly before.<br /><br />Raquel's love interest Joe (James Stacy) ambles through the film with a fixed look that's somewhere between bemused and embarrassed -- and no wonder. This bomb puts the cast through just about every made-for-TV cliché in the book, from Raquel's spectacularly dreadful turn in the dreadful nightmare montage, to the pure schlock of the 'romantic' horse ride along Leo Carillo Beach.<br /><br />**Spoiler Warning** -- just about the only interesting thing in the whole film is the denouement, in which Raquel finally gets her own back, and hilariously enacts the title, by setting the baddie on fire. Whoever the stunt guy was really earned his money on this one -- he goes up like Yorba Linda in a heatwave. Yet even this fairly spectacular scene is compromised by the fact that one of the crew moves into shot near the end.<br /><br />There are so many crappy things about 'Flareup' that it's oddly compelling; I found yourself wondering if this could be one of the worst films I've ever seen made. The answer seemed to be a resounding 'Yes' ... until I saw the film that followed it, Roger Corman's mega-trashy 'caged heat' classic 'The Big Doll House', which takes Awful to a whole new level. I can heartily recommend these two shlockers as a double-bill. You'll laugh yourself silly.","I just saw this stinky old boiler on TV. Best watched with a very large flagon of Dr Jurd's Jungle Juice at hand, this exploitorific cheese-fest is hilariously bad. On the (very slim) plus side, Raquel was in her physical prime, she looks good, and you get to see a fair bit of her, since she plays a go-go dancer; she had great legs, that's for sure. There's also some minor interest for screen buffs in the footage of Los Angeles ca. '69, and in spotting actors in minor parts who went on to better things. Veteran thesp Ron Rifkin ('Brothers and Sisters') delivers a toe-curling early performances as ""Sailor"" the ""faggot junkie"" barman who rats Raquel out to the bad guy. You might also recognise the gun-toting security guard in the hit-and-run scene -- it's a very early appearance by Gordon Jump, who gave such a lovely performance in 'Soap' as Piece of Chelief Tinkler.<br /><br />The 'plot' of 'Flareup', such as it is, follows the travails of an exotic dancer (Welch) on the run from her murderous ex-husband (Luke Askew). This turkey is classic production-line Hollywood sludge -- a paint-by-numbers script, pedestrian direction, hokey shots, edits and effects, ultra-cheesy stock music, plywood sets, and performances to match.<br /><br />The cast is as uniformly dreadful as the screenplay. Although Raquel is capable of fair performances in the right vehicle, this wheezy old clunker is SO bad that she doesn't really stand a chance, and neither does the audience. One of my favourite moments occurs when Raquel awakes up in the hospital, sees the Vegas cop who's pursuing her murderous ex, and asks ""How did you get here?"" -- to which he of course replies ""In a plane."" Oh the humanity ... And you won't be able to take your eyes off the doctor (Michael Rougas) who has what might well be one of the very worst walk-ons in the long sad history of bad cameos. I don't think I've ever seen anyone stand in one spot so badly before.<br /><br />Raquel's love interest Joe (James Stacy) ambles through the film with a fixed look that's somewhere between bemused and embarrassed -- and no wonder. This bomb puts the cast through just about every made-for-TV cliché in the book, from Raquel's spectacularly dreadful turn in the dreadful nightmare montage, to the pure schlock of the 'romantic' horse ride along Leo Carillo Beach.<br /><br />**Spoiler Warning** -- just about the only interesting thing in the whole film is the denouement, in which Raquel finally gets her own back, and hilariously enacts the title, by setting the baddie on fire. Whoever the stunt guy was really earned his money on this one -- he goes up like Yorba Linda in a heatwave. Yet even this fairly spectacular scene is compromised by the fact that one of the crew moves into shot near the end.<br /><br />There are so many crappy things about 'Flareup' that it's oddly compelling; I found yourself wondering if this could be one of the worst films I've ever seen made. The answer seemed to be a resounding 'Yes' ... until I saw the film that followed it, Roger Corman's mega-trashy 'caged heat' classic 'The Big Doll House', which takes Awful to a whole new level. I can heartily recommend these two shlockers as a double-bill. You'll laugh yourself silly.","I just saw this stinky old boiler on TV. Best watched with a very large flagon of Dr Jurd's Jungle Juice at hand, this exploitorific cheese-fest is hilariously bad. On the (very slim) plus side, Raquel was in her physical prime, she looks good, and you get to see a fair bit of her, since she plays a go-go dancer; she had great legs, that's for sure. There's also some minor interest for screen buffs in the footage of Los Angeles ca. '69, and in spotting actors in minor parts who went on to better things. Veteran thesp Ron Rifkin ('Brothers and Sisters') delivers a toe-curling early performances as ""Sailor"" the ""faggot junkie"" barman who rats Raquel out to the bad guy. You might also recognise the gun-toting security guard in the hit-and-run scene -- it's a very early appearance by Gordon Jump, who gave such a lovely performance in 'Soap' as Piece of Chelief Tinkler.<br /><br />The 'plot' of 'Flareup', such as it is, follows the travails of an exotic dancer (Welch) on the run from her murderous ex-husband (Luke Askew). This turkey is classic production-line Hollywood sludge -- a paint-by-numbers script, pedestrian direction, hokey shots, edits and effects, ultra-cheesy stock music, plywood sets, and performances to match.<br /><br />The cast is as uniformly dreadful as the screenplay. Although Raquel is capable of fair performances in the right vehicle, this wheezy old clunker is SO bad that she doesn't really stand a chance, and neither does the audience. One of my favourite moments occurs when Raquel awakes up in the hospital, sees the Vegas cop who's pursuing her murderous ex, and asks ""How did you get here?"" -- to which he of course replies ""In a plane."" Oh the humanity ... And you won't be able to take your eyes off the doctor (Michael Rougas) who has what might well be one of the very worst walk-ons in the long sad history of bad cameos. I don't think I've ever seen anyone stand in one spot so badly before.<br /><br />Raquel's love interest Joe (James Stacy) ambles through the film with a fixed look that's somewhere between bemused and embarrassed -- and no wonder. This bomb puts the cast through just about every made-for-TV cliché in the book, from Raquel's spectacularly dreadful turn in the dreadful nightmare montage, to the pure schlock of the 'romantic' horse ride along Leo Carillo Beach.<br /><br />**Spoiler Warning** -- just about the only interesting thing in the whole film is the denouement, in which Raquel finally gets her own back, and hilariously enacts the title, by setting the baddie on fire. Whoever the stunt guy was really earned his money on this one -- he goes up like Yorba Linda in a heatwave. Yet even this fairly spectacular scene is compromised by the fact that one of the crew moves into shot near the end.<br /><br />There are so many crappy things about 'Flareup' that it's oddly compelling; I found yourself wondering if this could be one of the worst films I've ever seen made. The answer seemed to be a resounding 'Yes' ... until I saw the film that followed it, Roger Corman's mega-trashy 'caged heat' classic 'The Big Doll House', which takes Awful to a whole new level. I can heartily recommend these two shlockers as a double-bill. You'll laugh yourself silly.",5000,False
514,"For me, a ten-star film is one that never dies in my memory, and yet can be watched over and over again with the same pleasure as the first time. This could be a technically flawed movie; the pleasure has nothing to do with spit-and-polish (my personal top-ten is idiosyncratic, to say the least!). John Carpenter's ""The Thing"" is one of very few films to fit this criterion.<br /><br />I've been a science fiction fan since I was a child in the Sixties, and I read the John W Campbell short story on which the film is based (""Who Goes There"") before I saw the original, black-and-white Howard Hawks film (as with a lot of people, that viewing was illicit, on the TV, when I should have been in bed!). That movie, as with so many that you see as a child in such circumstances, seemed near perfection: the suspense, the inexplicable nature of the alien, the photography; it all just seemed to work. I watched it many times in the years after (and still do, when it is shown on TV). Because of this, I avoided the Carpenter version for years - seeing remakes of one's favourite film is, I thought, always a mistake. When I did eventually watch it sometime in 1988/9, again on TV because there was nothing else on, I realised that I need to change ""always a mistake"" to ""usually a mistake""! Carpenter had produced something different from the original film, closer to the original story, and truly wonderful. From the opening scene of the helicopter and husky, through the viscerally disturbing scene in the dog-pound, to that ending (sorry, no spoilers here!), I was hooked. The sound track alone lives with me - all I have to hear is a close similarity to that bass-over-snare drum beat, and I'm *in* the final scene again ...<br /><br />Until seeing ""The Thing"", I had Carpenter down as just another gore-monkey, based only on comments and reviews in mainstream press. Since seeing ""The Thing"", I think I have seen most of his movies - I haven't gone out of my to do so, but if one comes up, just seeing his name as director is enough to make up my mind to watch it. He is thoughtful, and knows how to build a film up so that it reaches a point at which something will stick in the memory.<br /><br />If you haven't seen ""The Thing"", and you enjoy science fiction, do yourself a favour - sit down in a dark room, wrap up warm, and prepare to have your memory enhanced!","For me, a ten-star film is one that never dies in my memory, and yet can be watched over and over again with the same pleasure as the first time. This could be a technically flawed movie; the pleasure has nothing to do with spit-and-polish (my personal top-ten is idiosyncratic, to say the least!). John Carpenter's ""The Thing"" is one of very few films to fit this criterion.<br /><br />I've been a science fiction fan since I was a child in the Sixties, and I read the John W Campbell short story on which the film is based (""Who Goes There"") before I saw the original, black-and-white Howard Hawks film (as with a lot of people, that viewing was illicit, on the TV, when I should have been in bed!). That movie, as with so many that you see as a child in such circumstances, seemed near perfection: the suspense, the inexplicable nature of the alien, the photography; it all trully seemed to work. I watched it many times in the years after (and still do, when it is shown on TV). Because of this, I avoided the Carpenter version for years - seeing remakes of one's favourite film is, I thought, always a mistake. When I did eventually watch it sometime in 1988/9, again on TV because there was nothing else on, I realised that I need to change ""always a mistake"" to ""usually a mistake""! Carpenter had produced something different from the original film, closer to the original story, and truly wonderful. From the opening scene of the helicopter and husky, through the viscerally disturbing scene in the dog-pound, to that ending (sorry, no spoilers here!), I was hooked. The sound track alone lives with me - all I have to hear is a close similarity to that bass-over-snare drum beat, and I'm *in* the final scene again ...<br /><br />Until seeing ""The Thing"", I had Carpenter down as just another gore-monkey, based only on comments and reviews in mainstream press. Since seeing ""The Thing"", I think I have seen most of his movies - I haven't gone out of my to do so, but if one comes up, just seeing his name as director is enough to make up my mind to watch it. He is thoughtful, and knows how to build a film up so that it reaches a point at which something will stick in the memory.<br /><br />If you haven't seen ""The Thing"", and you enjoy science fiction, do yourself a favour - sit down in a dark room, wrap up warm, and prepare to have your memory enhanced!","For me, a ten-star film is one that never dies in my memory, and yet can be watched over and over again with the same pleasure as the first time. This could be a technically flawed movie; the pleasure has nothing to do with spit-and-polish (my personal top-ten is idiosyncratic, to say the least!). John Carpenter's ""The Thing"" is one of very few films to fit this criterion.<br /><br />I've been a science fiction fan since I was a child in the Sixties, and I read the John W Campbell short story on which the film is based (""Who Goes There"") before I saw the original, black-and-white Howard Hawks film (as with a lot of people, that viewing was illicit, on the TV, when I should have been in bed!). That movie, as with so many that you see as a child in such circumstances, seemed near perfection: the suspense, the inexplicable nature of the alien, the photography; it all trully seemed to work. I watched it many times in the years after (and still do, when it is shown on TV). Because of this, I avoided the Carpenter version for years - seeing remakes of one's favourite film is, I thought, always a mistake. When I did eventually watch it sometime in 1988/9, again on TV because there was nothing else on, I realised that I need to change ""always a mistake"" to ""usually a mistake""! Carpenter had produced something different from the original film, closer to the original story, and truly wonderful. From the opening scene of the helicopter and husky, through the viscerally disturbing scene in the dog-pound, to that ending (sorry, no spoilers here!), I was hooked. The sound track alone lives with me - all I have to hear is a close similarity to that bass-over-snare drum beat, and I'm *in* the final scene again ...<br /><br />Until seeing ""The Thing"", I had Carpenter down as just another gore-monkey, based only on comments and reviews in mainstream press. Since seeing ""The Thing"", I think I have seen most of his movies - I haven't gone out of my to do so, but if one comes up, just seeing his name as director is enough to make up my mind to watch it. He is thoughtful, and knows how to build a film up so that it reaches a point at which something will stick in the memory.<br /><br />If you haven't seen ""The Thing"", and you enjoy science fiction, do yourself a favour - sit down in a dark room, wrap up warm, and prepare to have your memory enhanced!",1065,True
515,"Having watched this movie several times, I have come to the conclusion that Milos Forman made a very daring decision to manufacture a muse for Goya, when the artist led what most would consider a tempestuous,passionate life while the French Revolution and the Napoleonic era raged across Europe, surely one that would have sufficient drama upon which to draw. While I do understand that Mr. Forman was relating in the microcosm of the tragedy of Ines' life the devastation of the world at that time, I was left feeling that there was just so much of Goya left out, so much of his humanity. The strongest and most eloquent point this film made was that because of man's fallen nature each of us is a potential villain in the stream of life, each of us has evil within us that we must fight with the help of God. How eloquent when Goya says he should have helped Ines more, how true for all of us! We must defend and protect the innocent. The superbly ironic scene in which the once imprisoned priest sentenced to die pronounces the death sentence on Lorenzo who condemned him originally is the stuff of genius. I was left wanting something more when the credits rolled. Maybe less of the unreal coincidences, and more of the inner life of the characters.",---,---,0,False
516,"As most of you, I've watch a lot of great movies; In between those we often either voluntarily or mistakenly also find those movies that are so pointless that we think of reasons as to why anyone would make it. This is exactly what I can say for Dead man's bounty....<br /><br />The very least I can do is try to ""warn"" some of you. If you enjoy being entertained by a motion picture because of the story, acting and intensity than you might want to chose something else. Now, it's not all bad.....In fact, if all you want is creative film editing, and unique angles along with original music ambient than you might think it's OK. As someone that values movie plots, acting and being entertained by a film, the truth is I thought this movie was so terrible beyond words. I could easily find a spot for it on my list of worst movies seen in a while. <br /><br />As for having Val Kilmer in this, the truth is he was casted probably as a favor to the director; As a fan of some of Kilmer's films, I can't understand what his motive for this was. The movie seems part western part romance.........In the end, I'm sure most of you can agree with me that it simply is a rude waste of our time. In case you haven't seen this movie, my recommendation would be to avoid it completely.","As most of you, I've watch a lot of great movies; In between those we often either voluntarily or mistakenly also find those movies that are so pointless that we think of reasons as to why anyone would make it. This is exactly what I can say for Dead man's bounty....<br /><br />The very least I can do is try to ""warn"" some of you. If you enjoy being entertained by a motion picture because of the story, acting and intensity than you might want to chose something else. Now, it's not all bad.....In fact, if all you want is creative film editing, and unique angles along with original music ambient than you might think it's OK. As someone that values movie plots, acting and being entertained by a film, the truth is I thought this movie was so terrible beyond words. I could easily find a spot for it on my list of worst movies seen in a while. <br /><br />As for having Val Kilmer in this, the truth is he was casted probably as a favor to the director; As a fan of some of Kilmer's films, I can't understand what his motive for this was. The movie seems part western part romance.........In the end, I'm sure most of you can agree with me that it simply is a rude waste of our time. In case you haven't seen this movie, my recommendation would be to avoid it completely.","As most of you, I've watch a lot of great movies; In between those we often either voluntarily or mistakenly also find those movies that are so pointless that we think of reasons as to why anyone would make it. This is exactly what I can say for Dead man's bounty....<br /><br />The very least I can do is try to ""warn"" some of you. If you enjoy being entertained by a motion picture because of the story, acting and intensity than you might want to chose something else. Now, it's not all bad.....In fact, if all you want is creative film editing, and unique angles along with original music ambient than you might think it's OK. As someone that values movie plots, acting and being entertained by a film, the truth is I thought this movie was so terrible beyond words. I could easily find a spot for it on my list of worst movies seen in a while. <br /><br />As for having Val Kilmer in this, the truth is he was casted probably as a favor to the director; As a fan of some of Kilmer's films, I can't understand what his motive for this was. The movie seems part western part romance.........In the end, I'm sure most of you can agree with me that it simply is a rude waste of our time. In case you haven't seen this movie, my recommendation would be to avoid it completely.",5000,False
