ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
647,"My friend and i drove 25 miles to get to a yoga class at 2:00pm, we get there 5 minutes late and they did not let us in.  We did all we could to get there on time and the lady at the front desk asked us to leave and to arrive on time next time.  \n\nI asked her since we drove such a long way to come to this place can we get in?  She still said no.  I felt so hurt at all the effort we put in.  She was looking at us funny because I am Mexican and my friend is Black.  We have both practiced yoga for a while now.\n\nSince then, I will not got back due to poor customer response.  I will not recommend this place to any of my friends.","My friend and i drove 25 miles to get to a yoga class at 2:00pm, we get there 5 minutes late and they did not let us in. We did all we could to get there on time and the lady at the front desk asked us to leave and to arrive on time next time. \n\nI asked her since we drove such a long way to come to this place can we get in? She still said no. I felt so hurt at all the effort we put in. She was looking at us funny because I am Mexican and my friend is Black. We have both practiced yoga for a while now.\n\nSince then, I will not got back due to poor customer response. I will not recommend this place to any of my friends.","My friend and i drove 25 miles to get to a yoga class at 2:00pm, we get there 5 minutes late and they did not let us in. We did all we could to get there on time and the lady at the front desk asked us to leave and to arrive on time next time. \n\nI asked her since we drove such a long way to come to this place can we get in? She still said no. I felt so hurt at all the effort we put in. She was looking at us funny because I am Mexican and my friend is Black. We have both practiced yoga for a while now.\n\nSince then, I will not got back due to poor customer response. I will not recommend this place to any of my friends.",3441,True
648,"If I could give 0 stars I would. They always take a really long time to make crepes.  The ingredients are not fresh.  My last and final visit I had the older Asian guy making my 3 crepes. He was very rude.  He made on crepe handed it to me then rang other guests. Walked in the back, made the drink orders for several other guests. Then, made the second crepe and again same thing with the 3rd crepe.  \nThey need to get training on how to make crepes.  My advice is go to Bellagio and watch how they make crepes.","If I could give 0 stars I would. They always take a really long time to make crepes. The ingredients are not fresh. My last and final visit I had the older Asian guy making my 3 crepes. He was very rude. He made on crepe handed it to me then rang other guests. Walked in the back, made the drink orders for several other guests. Then, made the second crepe and again same thing with the 3rd crepe. \nThey need to get training on how to make crepes. My advice is go to Bellagio and watch how they make crepes.","If I could give 0 stars I would. They always take a really long time to make crepes. The ingredients are not fresh. My last and final visit I had the older Asian guy making my 3 crepes. He was very rude. He made on crepe handed it to me then rang other guests. Walked in the back, made the drink orders for several other guests. Then, made the second crepe and again same thing with the 3rd crepe. \nThey need to get training on how to make crepes. My advice is go to Bellagio and watch how they make crepes.",3154,True
649,"I have been a regular at Copper Star for the past 3 years.  I love the uniqueness of this place - the drive thru with cheerful baristas (os) and  the owner (Bill)  is actively involved in the community and knows his fellow business owners.  Nicest guy you could ever meet. \nOk.   Now let's get down to business. Coffee-\nEveryone has a different taste in coffee. I love this coffee so much that I buy their beans by the pound.  It usually is a mix of Ethiopian, Guatemalen and Sumatran or other roast.  Anyway - I can't say that I have been to  a whole lot of different coffee bars in Phoenix,  but the ones I have been to don't  measure up in flavor, freshness and robust flavor of the beans. Nor can anyone  match  the friendliness and unpretentiousness of the staff. \n\n I have only tried the scones and muffins.   Scones are a difficult feat in most places but Copper Star has some of the tastiest.  Try the chocolate chip or cranberry walnut scone.   During the fall they make homemade pumpkin muffins  (using fresh pumpkin) that are to die for.  They run out so fast you have to get there early.  I wish they would offer these year round.Yum!    Because of the coffee, service , and the limited # of goodies I have tried so far, plus their community involvement,  I am giving this place 5 stars.\nThe patio is very small  with a nice fountain and you can bring your dog - After your coffee take Fido across the street for a bath at Wag-N-Wash (but that is a different review).  So, if you happen to be in the neighborhood stop by and check out Copper Star.  You'll be glad you did. \n(Say Hi to \""""Mr Bill \"""" for me!)","I have been a regular at Copper Star for the past 3 years. I love the uniqueness of this place - the drive thru with cheerful baristas (os) and the owner (Bill) is actively involved in the community and knows his fellow business owners. Nicest guy you could ever meet. \nOk. Now let's get down to business. Coffee-\nEveryone has a different taste in coffee. I love this coffee so much that I buy their beans by the pound. It usually is a mix of Ethiopian, Guatemalen and Sumatran or other roast. Anyway - I can't say that I have been to a whole lot of different coffee bars in Phoenix, but the ones I have been to don't measure up in flavor, freshness and robust flavor of the beans. Nor can anyone match the friendliness and unpretentiousness of the staff. \n\n I have only tried the scones and muffins. Scones are a difficult feat in most places but Copper Star has some of the tastiest. Try the chocolate chip or cranberry walnut scone. During the fall they make homemade pumpkin muffins (using fresh pumpkin) that are to die for. They run out so fast you have to get there early. I wish they would offer these year round.Yum! Because of the coffee, service , and the limited # of goodies I have tried so far, plus their community involvement, I am giving this place 5 stars.\nThe patio is very small with a nice fountain and you can bring your dog - After your coffee take Fido across the street for a bath at Wag-N-Wash (but that is a different review). So, if you happen to be in the neighborhood stop by and check out Copper Star. You'll be glad you did. \n(Say Hi to \""""Mr Bill \"""" for me!)","I have been a regular at Copper Star for the past 3 years. I love the uniqueness of this place - the drive thru with cheerful baristas (os) and the owner (Bill) is actively involved in the community and knows his fellow business owners. Nicest guy you could ever meet. \nOk. Now let's get down to business. Coffee-\nEveryone has a different taste in coffee. I love this coffee so much that I buy their beans by the pound. It usually is a mix of Ethiopian, Guatemalen and Sumatran or other roast. Anyway - I can't say that I have been to a whole lot of different coffee bars in Phoenix, but the ones I have been to don't measure up in flavor, freshness and robust flavor of the beans. Nor can anyone match the friendliness and unpretentiousness of the staff. \n\n I have only tried the scones and muffins. Scones are a difficult feat in most places but Copper Star has some of the tastiest. Try the chocolate chip or cranberry walnut scone. During the fall they make homemade pumpkin muffins (using fresh pumpkin) that are to die for. They run out so fast you have to get there early. I wish they would offer these year round.Yum! Because of the coffee, service , and the limited # of goodies I have tried so far, plus their community involvement, I am giving this place 5 stars.\nThe patio is very small with a nice fountain and you can bring your dog - After your coffee take Fido across the street for a bath at Wag-N-Wash (but that is a different review). So, if you happen to be in the neighborhood stop by and check out Copper Star. You'll be glad you did. \n(Say Hi to \""""Mr Bill \"""" for me!)",5000,False
650,"Scary.  Not run for your life scary, but creepy scary.  I think this is where dignity comes to die. Icky people on stripper poles.  Icky people grinding on the dance floor.  Icky people doing things that should be done In Private on/under tables near the dance floor.\n\nAdded one star because the bartender was nice and the drinks came quickly.  Otherwise, ick.","Scary. Not run for your life scary, but creepy scary. I think this is where dignity comes to die. Icky people on stripper poles. Icky people grinding on the dance floor. Icky people doing things that should be done In Private on/under tables near the dance floor.\n\nAdded one star because the bartender was nice and the drinks came quickly. Otherwise, ick.","Scary. Not run for your life scary, but creepy scary. I think this is where dignity comes to die. Icky people on stripper poles. Icky people grinding on the dance floor. Icky people doing things that should be done In Private on/under tables near the dance floor.\n\nAdded one star because the bartender was nice and the drinks came quickly. Otherwise, ick.",2025,True
651,"We ate here on NYE w/ my cousin's recommendation. I made reservations thinking it was going to be crazy, but actually it was kind of dead, considering it was NYE. It's pretty much your typical teppanyaki restaurant w/ sexual jokes and lots of fire. :P It was really yummy, but I don't think it was THAT special. I suppose the prices were pretty good. I had the Musashi Special which comes w/ the filet, prawns, scallops, and lobster tail. Mmm... drooling now... Husband had the Yoshida Special which is the rib-eye and lobster tail. I wanted to try their sushi too, but that's a lot of food already. Everything was yummy, the chef was cool, and the others at the table were cool too. The fried rice and the veggies are always a good way to start the meal. Oh, and they bring you a salad before the chef starts. For dessert, I had the red bean ice cream and my husband had the green tea. I should have gone with my usual, but I wanted to try something different. Green tea ice cream was better. Good place, I'll come back someday!\n\nOh, don't get any cocktails. They're just okay.","We ate here on NYE w/ my cousin's recommendation. I made reservations thinking it was going to be crazy, but actually it was kind of dead, considering it was NYE. It's pretty much your typical teppanyaki restaurant w/ sexual jokes and lots of fire. :P It was really yummy, but I don't think it was THAT special. I suppose the prices were pretty good. I had the Musashi Special which comes w/ the filet, prawns, scallops, and lobster tail. Mmm... drooling now... Husband had the Yoshida Special which is the rib-eye and lobster tail. I wanted to try their sushi too, but that's a lot of food already. Everything was yummy, the chef was cool, and the others at the table were cool too. The fried rice and the veggies are always a good way to start the meal. Oh, and they bring you a salad before the chef starts. For dessert, I had the red bean ice cream and my husband had the green tea. I should have gone with my usual, but I wanted to try something different. Green tea ice cream was better. Good place, I'll come back someday!\n\nOh, don't get any cocktails. They're just okay.","We ate here on NYE w/ my cousin's recommendation. I made reservations thinking it was going to be crazy, but actually it was kind of dead, considering it was NYE. It's pretty much your typical teppanyaki restaurant w/ sexual jokes and lots of fire. :P It was really yummy, but I don't think it was THAT special. I suppose the prices were pretty good. I had the Musashi Special which comes w/ the filet, prawns, scallops, and lobster tail. Mmm... drooling now... Husband had the Yoshida Special which is the rib-eye and lobster tail. I wanted to try their sushi too, but that's a lot of food already. Everything was yummy, the chef was cool, and the others at the table were cool too. The fried rice and the veggies are always a good way to start the meal. Oh, and they bring you a salad before the chef starts. For dessert, I had the red bean ice cream and my husband had the green tea. I should have gone with my usual, but I wanted to try something different. Green tea ice cream was better. Good place, I'll come back someday!\n\nOh, don't get any cocktails. They're just okay.",5000,False
652,"Prices are expensive and food is not good.... I do like the outdoor seating and its great for groups but they need to step up with their food. Everything sounds so yummy on the menu but when it comes out its bland, maybe its what we ordered?  The waitress also took forever to give us our check.  I'm not sure I need some convicing to come back.","Prices are expensive and food is not good.... I do like the outdoor seating and its great for groups but they need to step up with their food. Everything sounds so yummy on the menu but when it comes out its bland, maybe its what we ordered? The waitress also took forever to give us our check. I'm not sure I need some convicing to come back.","Prices are expensive and food is not good.... I do like the outdoor seating and its great for groups but they need to step up with their food. Everything sounds so yummy on the menu but when it comes out its bland, maybe its what we ordered? The waitress also took forever to give us our check. I'm not sure I need some convicing to come back.",1823,True
653,"Pretty good market considering that most buy from the national grocery chains (Phoenix is a chained city!!). Maya Farms is one of my favs.. not only do they carry more exotic vegetables (romanesca) but they also added Save Our Farm raw milk! That's worth the trip alone! \n\nIf only the local bakers and such would join the scene.. where's Willo, Tammie Coe and MJ Bread? The market is only as strong as the people willing to participate in it.","Pretty good market considering that most buy from the national grocery chains (Phoenix is a chained city!!). Maya Farms is one of my favs.. not only do they carry more exotic vegetables (romanesca) but they also added Save Our Farm raw milk! That's worth the trip alone! \n\nIf only the local bakers and such would join the scene.. where's Willo, Tammie Coe and MJ Bread? The market is only as strong as the people willing to participate in it.","Pretty good market considering that most buy from the national grocery chains (Phoenix is a chained city!!). Maya Farms is one of my favs.. not only do they carry more exotic vegetables (romanesca) but they also added Save Our Farm raw milk! That's worth the trip alone! \n\nIf only the local bakers and such would join the scene.. where's Willo, Tammie Coe and MJ Bread? The market is only as strong as the people willing to participate in it.",2765,True
654,"Saw the high Yelp reviews for this place, and we were staying in the adjoining Main Street Station, so we ended up in here for dinner one night.  We got there around 7, and there was a line of maybe a dozen folks ahead of us.\n\nI had the saimin (good, but nothing special), as well as the garlic chicken.  GF got the combo plate that had Korean beef and chicken, along with the obligatory rice and macaroni salad.  This isn't fine dining by any stretch - presentation isn't really a concern, and we're not talking about any crazy complimentary flavors or subtle undertones or anything.  Portions are large - GF and I could easily have just split the combo plate and been more than full.  Solid, stick-to-your-ribs, Hawaiian style food.  The beef and chicken were solid, maybe a bit fatty, but that's to be expected.\n\nCash only was a bit of a surprise, but fortunately I hadn't handed over all my money on the blackjack tables.\n\nThis is one of those places that looks like a hole in the wall, but looks like it's always packed.  Large portions and great bang for the buck.  Not amazing food, but a great value, especially if you're craving Hawaiian style.","Saw the high Yelp reviews for this place, and we were staying in the adjoining Main Street Station, so we ended up in here for dinner one night. We got there around 7, and there was a line of maybe a dozen folks ahead of us.\n\nI had the saimin (good, but nothing special), as well as the garlic chicken. GF got the combo plate that had Korean beef and chicken, along with the obligatory rice and macaroni salad. This isn't fine dining by any stretch - presentation isn't really a relevance and we're not talking about any crazy complimentary flavors or subtle undertones or anything. Portions are large - GF and I could easily have just split the combo plate and been more than full. Solid, stick-to-your-ribs, Hawaiian style food. The beef and chicken were solid, maybe a bit fatty, but that's to be expected.\n\nCash only was a bit of a surprise, but fortunately I hadn't handed over all my money on the blackjack tables.\n\nThis is one of those places that looks like a hole in the wall, but looks like it's always packed. Large portions and great bang for the buck. Not amazing food, but a great value, especially if you're craving Hawaiian style.","Saw the high Yelp reviews for this place, and we were staying in the adjoining Main Street Station, so we ended up in here for dinner one night. We got there around 7, and there was a line of maybe a dozen folks ahead of us.\n\nI had the saimin (good, but nothing special), as well as the garlic chicken. GF got the combo plate that had Korean beef and chicken, along with the obligatory rice and macaroni salad. This isn't fine dining by any stretch - presentation isn't really a relevance and we're not talking about any crazy complimentary flavors or subtle undertones or anything. Portions are large - GF and I could easily have just split the combo plate and been more than full. Solid, stick-to-your-ribs, Hawaiian style food. The beef and chicken were solid, maybe a bit fatty, but that's to be expected.\n\nCash only was a bit of a surprise, but fortunately I hadn't handed over all my money on the blackjack tables.\n\nThis is one of those places that looks like a hole in the wall, but looks like it's always packed. Large portions and great bang for the buck. Not amazing food, but a great value, especially if you're craving Hawaiian style.",2714,True
655,"Ok, so this business is currently run from a mobile kitchen.  Now I do mean that it is a kitchen.  The crepes are made to order, the ingredients are absolutely fresh and delicious.  They are currently going to various farmers markets, Old Town Scottsdale and Awatuke,  and going to private parties when they are asked.  \nSo when you have the chance to find where they are and try them.  You won't be disappointed at all.  They are great.  \nAlso check then out on twitter.","Ok, so this business is currently run from a mobile kitchen. Now I do mean that it is a kitchen. The crepes are made to order, the ingredients are absolutely stale and delicious. They are currently going to various farmers markets, Old Town Scottsdale and Awatuke, and going to private parties when they are asked. \nSo when you have the chance to find where they are and try them. You won't be disappointed at all. They are great. \nAlso check then out on twitter.","Ok, so this business is currently run from a mobile kitchen. Now I do mean that it is a kitchen. The crepes are made to order, the ingredients are absolutely stale and delicious. They are currently going to various farmers markets, Old Town Scottsdale and Awatuke, and going to private parties when they are asked. \nSo when you have the chance to find where they are and try them. You won't be disappointed at all. They are great. \nAlso check then out on twitter.",2382,True
656,"My husband and I went here on a Friday morning for breakfast and it was packed. We thought this was a good sign, until we got our food. I had a waffle with bananas and scrambled eggs and bacon. I the waffle was like cardboard. I couldn't eat more than one bite. I ate most of my eggs, but I felt nauseous afterwards. I also ordered hot chocolate which was pretty good, but thats about it. My husband didn't like his food either - an omelet with sausage links.  The plate with the sausage was swimming in grease. He couldn't even look at it, never mind taste it. We won't be back b/c of the quality of the food.","My husband and I went here on a Friday morning for breakfast and it was packed. We thought this was a good sign, until we got our food. I had a waffle with bananas and scrambled eggs and bacon. I the waffle was like cardboard. I couldn't eat more than one bite. I ate most of my eggs, but I felt nauseous afterwards. I also ordered hot chocolate which was pretty good, but thats about it. My husband didn't like his food either - an omelet with sausage links. The plate with the sausage was swimming in grease. He couldn't even look at it, never mind taste it. We will be back b/c of the quality of the food.","My husband and I went here on a Friday morning for breakfast and it was packed. We thought this was a good sign, until we got our food. I had a waffle with bananas and scrambled eggs and bacon. I the waffle was like cardboard. I couldn't eat more than one bite. I ate most of my eggs, but I felt nauseous afterwards. I also ordered hot chocolate which was pretty good, but thats about it. My husband didn't like his food either - an omelet with sausage links. The plate with the sausage was swimming in grease. He couldn't even look at it, never mind taste it. We will be back b/c of the quality of the food.",2319,True
657,"So, there's no negative stars, too bad. Tried ordering take out before actually eating there to try it - good thing, you couldn't pay me to eat here.\n\nThe only thing about the Colossal Cobb salad I ordered was the price. $10 and change for lettuce just enough to cover the bottom of the styrofoam with a sprinkle of toppings. Where'd they get their chef, Chili's? What a disappointment. All the reviews say ' a lot of food' ...for who, an infant?\n\nI had also ordered a couple of carmelized cookies as well. Didn't know deep fried, greasy discs of oatmeal harder than concrete were called 'cookies'. Good grief, the bakery wasn't even good! Had to spit those things out before they took out a filling. \n\nThe only good thing about Chandler Chompie's is Jason's Deli right next door.","So, there's no negative stars, too bad. Tried ordering take out before actually eating there to try it - good thing, you couldn't pay me to eat here.\n\nThe only thing about the Colossal Cobb salad I ordered was the price. $10 and change for lettuce just enough to cover the bottom of the styrofoam with a sprinkle of toppings. Where'd they get their chef, Chili's? What a disappointment. All the reviews say ' a lot of food' ...for who, an infant?\n\nI had also ordered a couple of carmelized cookies as well. Didn't know deep fried, greasy discs of oatmeal harder than concrete were called 'cookies'. Good grief, the bakery wasn't even good! Had to spit those things out before they took out a filling. \n\nThe only good thing about Chandler Chompie's is Jason's Deli right next door.","So, there's no negative stars, too bad. Tried ordering take out before actually eating there to try it - good thing, you couldn't pay me to eat here.\n\nThe only thing about the Colossal Cobb salad I ordered was the price. $10 and change for lettuce just enough to cover the bottom of the styrofoam with a sprinkle of toppings. Where'd they get their chef, Chili's? What a disappointment. All the reviews say ' a lot of food' ...for who, an infant?\n\nI had also ordered a couple of carmelized cookies as well. Didn't know deep fried, greasy discs of oatmeal harder than concrete were called 'cookies'. Good grief, the bakery wasn't even good! Had to spit those things out before they took out a filling. \n\nThe only good thing about Chandler Chompie's is Jason's Deli right next door.",4397,True
658,"The most bland, expensive soup I have ever had.","The best bland, expensive soup I have ever had.","The best bland, expensive soup I have ever had.",204,True
659,"I used to love this place, but lately the service has gotten pretty bad. The wait time just to order is like 20 minutes. And the place is usually empty so it doesn't make any sense!","I used to love this place, but lately the service has gotten pretty bad. The wait time just to order is like 20 minutes. And the place is usually empty so it doesn't make any sense!","I used to love this place, but lately the service has gotten pretty bad. The wait time just to order is like 20 minutes. And the place is usually empty so it doesn't make any sense!",1033,True
660,"Even if you don't grab a bite to eat here, you should stop for the shakes.  Either with alcohol or without.  They have some damn fine shakes.  I loved the s'mores one.  ugh. omg. delicious.","Even if you don't grab a bite to eat here, you should stop for the shakes. Either with alcohol or without. They have some damn fine shakes. I loved the s'mores one. ugh. omg. appetizing","Even if you don't grab a bite to eat here, you should stop for the shakes. Either with alcohol or without. They have some damn fine shakes. I loved the s'mores one. ugh. omg. appetizing",65,True
661,"Having dinner at Studio B buffet.  For $40 a person, I am very disappointed.  There's a tiny section for sushi (one plate and some rolls) and there are only 2-3 kinds.  The Osso Bucco is as hard as leather.  Pad Thai too spicy.  Crab legs are very thin and hardly have any meat.  Oysters and shrimp are ok.  One Plus is that beer and wine are included.  I just don't think the price is worth it.  Will definitely not be back.","Having dinner at Studio B buffet. For $40 a person, I am very disappointed. There's a tiny section for sushi (one plate and some rolls) and there are only 2-3 kinds. The Osso Bucco is as hard as leather. Pad Thai too spicy. Crab legs are very thin and hardly have any meat. Oysters and shrimp are ok. One Plus is that beer and wine are included. I just don't think the price is worth it. Will definitely not be back.","Having dinner at Studio B buffet. For $40 a person, I am very disappointed. There's a tiny section for sushi (one plate and some rolls) and there are only 2-3 kinds. The Osso Bucco is as hard as leather. Pad Thai too spicy. Crab legs are very thin and hardly have any meat. Oysters and shrimp are ok. One Plus is that beer and wine are included. I just don't think the price is worth it. Will definitely not be back.",2867,True
662,My breakfast burrito was really good and it came out correct.  Here's the issue: I was ordering right at 11am when they stop serving food for 30 min to transition to lunch.  The waitress barked at me to hurry while I was telling her my order.  I guess I was slow on a Saturday morning in Vegas.   I'm sorry about that.  Next time I will definitely wait the 30 minutes for lunch.,My breakfast burrito was really good and it came out correct. Here's the issue: I was ordering right at 11am when they stop serving food for 30 min to transition to lunch. The waitress barked at me to hurry while I was telling her my order. I guess I was slow on a Saturday morning in Vegas. I'm sorry about that. Next time I will definitely toujours the 30 minutes for lunch.,My breakfast burrito was really good and it came out correct. Here's the issue: I was ordering right at 11am when they stop serving food for 30 min to transition to lunch. The waitress barked at me to hurry while I was telling her my order. I guess I was slow on a Saturday morning in Vegas. I'm sorry about that. Next time I will definitely toujours the 30 minutes for lunch.,117,True
663,"I have been to many salons in my life and i have never been more impressed than when i went to Hair-Do! Not only is it a beautiful salon, the girls that work there are true professionals. The atmosphere is fun and friendly. I got my hair cut and colored by Jenny and she did an amazing job! You know your hair looks great when you still get compliments 2 months later! ! Her prices are very affordable too. I will definitely be returning!!","I have been to many salons in my life and i have never been more impressed than when i went to Hair-Do! Not only is it a beautiful salon, the girls that work there are true professionals. The atmosphere is fun and friendly. I got my hair cut and colored by Jenny and she did an amazing job! You know your hair looks great when you still get compliments 2 months later! ! Her prices are very affordable too. I will doubt be returning!!","I have been to many salons in my life and i have never been more impressed than when i went to Hair-Do! Not only is it a beautiful salon, the girls that work there are true professionals. The atmosphere is fun and friendly. I got my hair cut and colored by Jenny and she did an amazing job! You know your hair looks great when you still get compliments 2 months later! ! Her prices are very affordable too. I will doubt be returning!!",634,True
664,This place is awesome. It is the Costco of booze stores. We went in for one mini keg and came out with a cart full of goodies. This place has the best prices I have ever seen in the states.,This place is awesome. It is the Costco of booze stores. We went in for one mini keg and came out with a cart full of goodies. This place has the worst prices I have ever seen in the states.,This place is awesome. It is the Costco of booze stores. We went in for one mini keg and came out with a cart full of goodies. This place has the worst prices I have ever seen in the states.,703,True
665,"Oh my! This is the smallest Supercentre I have ever seen. The men's clothing is three very short aisles, maybe five metres long. It's like they tried to see if they could put everything in a third of the normal space. Many of the products were only stocked in the smallest of sizes. Maybe this should be labelled as Walmart Urban Supercentre. It's smaller than a regular Walmart and yet they took up a third of the space with groceries. And they really don't understand Quebec... no bakery, no gourmet cheese, no butcher. We left and went to the store on Jean-Talon, so we could actually find products on the shelves.","Oh my! This is the smallest Supercentre I have ever seen. The men's clothing is three very short aisles, maybe five metres long. It's like they tried to see if they could put everything in a third of the normal space. Many of the products were only stocked in the smallest of sizes. Maybe this should be labelled as Walmart Urban Supercentre. It's smaller than a regular Walmart and yet they took up a third of the space with groceries. And they really don't understand Quebec... no bakery, no gourmet cheese, no butcher. We left and went to the store on Jean-Talon, so we could actually find products on the shelves.","Oh my! This is the smallest Supercentre I have ever seen. The men's clothing is three very short aisles, maybe five metres long. It's like they tried to see if they could put everything in a third of the normal space. Many of the products were only stocked in the smallest of sizes. Maybe this should be labelled as Walmart Urban Supercentre. It's smaller than a regular Walmart and yet they took up a third of the space with groceries. And they really don't understand Quebec... no bakery, no gourmet cheese, no butcher. We left and went to the store on Jean-Talon, so we could actually find products on the shelves.",3062,True
666,Love this place food is delicious,hate this place food is delicious,hate this place food is delicious,169,True
667,I normally just use the drive thru. I always have a good and fast experience (except if the person in front of us orders 40 tacos). Person taking orders seems to be always pleasant and gets the order correct.,I normally just use the drive thru. I always have a good and fast experience (except if the person in front of us orders 40 tacos). Person taking orders seems to be never pleasant and gets the order correct.,I normally just use the drive thru. I always have a good and fast experience (except if the person in front of us orders 40 tacos). Person taking orders seems to be never pleasant and gets the order correct.,108,True
668,"Our favorite sushi place in N. LV! Sushi is hands down the best tasting we've had in the area, service is outstanding and definitely a place worth revisiting. Our only gripe is the price, however until we find a better sushi place that's cheaper its a moot point. \n\nI've only ventured here for the sushi, the hibachi grill was not recommended yet. I'll update this review once I've experienced it for myself.","Our worst sushi place in N. LV! Sushi is hands down the best tasting we've had in the area, service is outstanding and definitely a place worth revisiting. Our only gripe is the price, however until we find a better sushi place that's cheaper its a moot point. \n\nI've only ventured here for the sushi, the hibachi grill was not recommended yet. I'll update this review once I've experienced it for myself.","Our worst sushi place in N. LV! Sushi is hands down the best tasting we've had in the area, service is outstanding and definitely a place worth revisiting. Our only gripe is the price, however until we find a better sushi place that's cheaper its a moot point. \n\nI've only ventured here for the sushi, the hibachi grill was not recommended yet. I'll update this review once I've experienced it for myself.",675,True
669,"The worst buffet of all time!!!!! Need I say more?? \n \nFirst off, we passed here a few times while staying at Bally's, each time we passed the line was RIDICULOUS!! So we kept walking...well one morning waking up hungover & starving we decided to head for the closest buffet in hopes that it wouldn't be too long of a wait, after all it was a Thursday morning!! We get there and it was the shortest we had seen, YES, SCORE! ...NOT!!! We get in line & pay rather quickly but after you pay you wait....& wait..... & wait....& wait some more!!! They are smart, they make you pay before you realize how long you really have to wait!! So we finally get almost to the front, the hostess takes the party of 2 that's ahead of us to a table but NEVER RETURNS!!!!!! We stood there about 15 minutes in the front of the line!!  While we stood there wondering if she would ever return we saw a few waitresses pass by, a manager pass twice, another worker come answer the phone & argue with a customer on the phone...not one of those people said \""""is anyone helping you?\"""" Or \""""sorry about the wait\"""" or \""""someone will be right with you\""""! Really?! What kind of manager walks by with no care of how his guests are being taken care of! At one point I said to my husband lets just go seat ourselves, Who would notice??? NO ONE!!!! Finally a different hostess comes from behind us in the line to start her shift, the other hostess had left on break or something with no one covering her!!! There were about 20 empty tables, SOMEONE could've sat us!! ......anyways as you can tell I was furious with this \""""service\"""" (especially after spending 22.99 a person) !!! \n\nMoving on to the food... I thought please Paris redeem yourself with this food!! Nope...terrible! It's like they are trying too hard to be fancy...the food Is roasted potatoes, garlic Brussels sprouts, mashed potatoes, Mac & cheese, sausages, pork & a few other random things. It was all gross! The best thing Is the ice cream, if you do decide that you just have to go here, get the ice cream.\n\nIn addition I've been to plenty of buffets in Vegas this is by far THE WORST!!","The worst buffet of all time!!!!! Need I say more?? \n \nFirst off, we passed here a few times while staying at Bally's, each time we passed the line was RIDICULOUS!! So we kept walking...well one morning waking up hungover & starving we decided to head for the closest buffet in hopes that it wouldn't be too long of a wait, after all it was a Thursday morning!! We get there and it was the shortest we had seen, YES, SCORE! ...NOT!!! We get in line & pay rather quickly but after you pay you wait....& wait..... & wait....& wait some more!!! They are smart, they make you pay before you realize how long you really have to wait!! So we finally get almost to the front, the hostess takes the party of 2 that's ahead of us to a table but NEVER RETURNS!!!!!! We stood there about 15 minutes in the front of the line!! While we stood there wondering if she would ever return we saw a few waitresses pass by, a manager pass twice, another worker come answer the phone & argue with a customer on the phone...not one of those people said \""""is anyone helping you?\"""" Or \""""sorry about the wait\"""" or \""""someone will be right with you\""""! Really?! What kind of manager walks by with no care of how his guests are being taken care of! At one point I said to my husband lets just go seat ourselves, Who would notice??? NO ONE!!!! Finally a different hostess comes from behind us in the line to start her shift, the other hostess had left on break or something with no one covering her!!! There were about 20 empty tables, SOMEONE could've sat us!! ......anyways as you can tell I was furious with this \""""service\"""" (especially after spending 22.99 a person) !!! \n\nMoving on to the food... I thought please Paris redeem yourself with this food!! Nope...terrible! It's like they are trying too hard to be fancy...the food Is roasted potatoes, garlic Brussels sprouts, mashed potatoes, Mac & cheese, sausages, pork & a few other random things. It was all gross! The best thing Is the ice cream, if you do decide that you just have to go here, get the ice cream.\n\nIn addition I've been to plenty of buffets in Vegas this is by far THE WORST!!","The worst buffet of all time!!!!! Need I say more?? \n \nFirst off, we passed here a few times while staying at Bally's, each time we passed the line was RIDICULOUS!! So we kept walking...well one morning waking up hungover & starving we decided to head for the closest buffet in hopes that it wouldn't be too long of a wait, after all it was a Thursday morning!! We get there and it was the shortest we had seen, YES, SCORE! ...NOT!!! We get in line & pay rather quickly but after you pay you wait....& wait..... & wait....& wait some more!!! They are smart, they make you pay before you realize how long you really have to wait!! So we finally get almost to the front, the hostess takes the party of 2 that's ahead of us to a table but NEVER RETURNS!!!!!! We stood there about 15 minutes in the front of the line!! While we stood there wondering if she would ever return we saw a few waitresses pass by, a manager pass twice, another worker come answer the phone & argue with a customer on the phone...not one of those people said \""""is anyone helping you?\"""" Or \""""sorry about the wait\"""" or \""""someone will be right with you\""""! Really?! What kind of manager walks by with no care of how his guests are being taken care of! At one point I said to my husband lets just go seat ourselves, Who would notice??? NO ONE!!!! Finally a different hostess comes from behind us in the line to start her shift, the other hostess had left on break or something with no one covering her!!! There were about 20 empty tables, SOMEONE could've sat us!! ......anyways as you can tell I was furious with this \""""service\"""" (especially after spending 22.99 a person) !!! \n\nMoving on to the food... I thought please Paris redeem yourself with this food!! Nope...terrible! It's like they are trying too hard to be fancy...the food Is roasted potatoes, garlic Brussels sprouts, mashed potatoes, Mac & cheese, sausages, pork & a few other random things. It was all gross! The best thing Is the ice cream, if you do decide that you just have to go here, get the ice cream.\n\nIn addition I've been to plenty of buffets in Vegas this is by far THE WORST!!",5000,False
