ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
153,the heavy-handed film is almost laughable as a consequence . ,the heavy-handed film is well laughable as a consequence .,the heavy-handed film is well laughable as a consequence .,41,True
154,a solid examination of the male midlife crisis . ,a solids examination of the male midlife crisis .,a solids examination of the male midlife crisis .,99,True
155,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes . ,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,a nightmare date with a half-formed wit done a great disservice by a lack of critical distance and a sad trust in liberal arts college bumper sticker platitudes .,834,True
156,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ","manages to transcend the sex , drugs and show-tunes plot into something hardly richer .","manages to transcend the sex , drugs and show-tunes plot into something hardly richer .",38,True
157,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,it takes talent to make a alive movie about the most heinous man who ever lived .,it takes talent to make a alive movie about the most heinous man who ever lived .,200,True
158,"by getting myself wrapped up in the visuals and eccentricities of many of the characters , i found myself confused when it came time to get to the heart of the movie . ",---,---,0,False
159,"like leon , it 's frustrating and still oddly likable . ","like leon , it 's frustrating and still oddly unlikable .","like leon , it 's frustrating and still oddly unlikable .",101,True
160,"uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions . ","uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .","uncommonly stylish but equally silly ... the picture fails to generate much suspense , nor does it ask searching enough questions to justify its pretensions .",784,True
161,not exactly the bees knees ,doesn exactly the bees knees,doesn exactly the bees knees,111,True
162,"there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there . ","there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .","there seems to be no clear path as to where the story 's going , or how long it 's going to take to get there .",638,True
163,"slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ? ","slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?","slapstick buffoonery can tickle many a preschooler 's fancy , but when it costs a family of four about $ 40 to see a film in theaters , why spend money on a dog like this when you can rent a pedigree instead ?",835,True
164,a woman 's pic directed with resonance by ilya chaiken . ,a woman 's pic directed with damping by ilya chaiken .,a woman 's pic directed with damping by ilya chaiken .,51,True
165,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen . ,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .,may reawaken discussion of the kennedy assassination but this fictional film looks made for cable rather than for the big screen .,588,True
166,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ","characters still good to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .","characters still good to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .",630,True
167,the end result is a film that 's neither . ,the end result is a film that 's neither .,the end result is a film that 's neither .,246,True
168,manages to be sweet and wickedly satisfying at the same time . ,manages to be sweet and wickedly satisfying at the same time .,manages to be sweet and wickedly satisfying at the same time .,343,True
169,leigh 's film is full of memorable performances from top to bottom . ,leigh 's film is full of forgettable performances from top to bottom .,leigh 's film is full of forgettable performances from top to bottom .,198,True
170,"it 's also , clearly , great fun . ","it 's also , clearly , great bored .","it 's also , clearly , great bored .",170,True
171,rarely has leukemia looked so shimmering and benign . ,---,---,0,False
172,it seems like i have been waiting my whole life for this movie and now i ca n't wait for the sequel . ,it seems like i have been waiting my altogether life for this movie and now i ca n't wait for the sequel .,it seems like i have been waiting my altogether life for this movie and now i ca n't wait for the sequel .,2,True
173,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","determined to be fun , and bouncy , with energetic musicals , the humor did nt quite engage this adult .","determined to be fun , and bouncy , with energetic musicals , the humor did nt quite engage this adult .",491,True
174,if you dig on david mamet 's mind tricks ... rent this movie and enjoy ! ,if you dig on david mamet 's mind tricks ... rent this movie and plaisir !,if you dig on david mamet 's mind tricks ... rent this movie and plaisir !,2,True
175,"bleakly funny , its characters all the more touching for refusing to pity or memorialize themselves . ","bleakly hahahaha , its characters all the more touching for refusing to pity or memorialize themselves .","bleakly hahahaha , its characters all the more touching for refusing to pity or memorialize themselves .",200,True
176,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","delivers the same old same old , crescendos up with latin flava and turned out by hollywood playas .","delivers the same old same old , crescendos up with latin flava and turned out by hollywood playas .",109,True
177,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","does nt offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .","does nt offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence .",737,True
178,it made me want to wrench my eyes out of my head and toss them at the screen . ,it made me voulez to wrench my eyes out of my head and toss them at the screen .,it made me voulez to wrench my eyes out of my head and toss them at the screen .,1,True
179,the film 's performances are thrilling . ,the film 's performances are orgasmic .,the film 's performances are orgasmic .,58,True
180,"unfortunately , it 's not silly fun unless you enjoy really bad movies . ","unfortunately , it 's not dumb fun unless you enjoy really bad movies .","unfortunately , it 's not dumb fun unless you enjoy really bad movies .",53,True
181,it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,it 's a decent thing when a movie has about as much substance as its end credits blooper reel .,it 's a decent thing when a movie has about as much substance as its end credits blooper reel .,363,True
182,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ","i sympathize with the plight of these families , but the movie does n't why a very good job conveying the issue at hand .","i sympathize with the plight of these families , but the movie does n't why a very good job conveying the issue at hand .",128,True
183,"the lower your expectations , the more you 'll enjoy it . ",---,---,0,False
184,"though perry and hurley make inspiring efforts to breathe life into the disjointed , haphazard script by jay scherick and david ronn , neither the actors nor director reginald hudlin can make it more than fitfully entertaining . ",---,---,0,False
185,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","a louts for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .","a louts for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking .",175,True
186,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ","pacino is brilliant as the sleep-deprived dormer , his increasing dullness as much existential as it is physical .","pacino is brilliant as the sleep-deprived dormer , his increasing dullness as much existential as it is physical .",5,True
187,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,` de niro ... is a fakery source of sincere passion that this hollywood contrivance orbits around . ',` de niro ... is a fakery source of sincere passion that this hollywood contrivance orbits around . ',3,True
188,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ","a misogynistic piece of filth that unwilling to pass itself off as hip , young adult entertainment .","a misogynistic piece of filth that unwilling to pass itself off as hip , young adult entertainment .",279,True
189,"its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ? ","its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?","its story may be a thousand years old , but why did it have to seem like it took another thousand to tell it to us ?",490,True
190,"try as i may , i ca n't think of a single good reason to see this movie , even though everyone in my group extemporaneously shouted , ` thank you ! ' ","try as i may , i ca n't think of a single good reason to see this movie , even though worldwide in my group extemporaneously shouted , ` thank you ! '","try as i may , i ca n't think of a single good reason to see this movie , even though worldwide in my group extemporaneously shouted , ` thank you ! '",82,True
191,the movie is beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions . ,the movie wasnt beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .,the movie wasnt beautiful to behold and engages one in a sense of epic struggle -- inner and outer -- that 's all too rare in hollywood 's hastier productions .,172,True
192,"a celebration of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences . ","a celebrations of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences .","a celebrations of quirkiness , eccentricity , and certain individuals ' tendency to let it all hang out , and damn the consequences .",1,True
193,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ","morton uses her face and her body esperanto to bring us morvern 's soul , even though the character is almost completely deadpan .","morton uses her face and her body esperanto to bring us morvern 's soul , even though the character is almost completely deadpan .",62,True
194,"instead of a hyperbolic beat-charged urban western , it 's an unpretentious , sociologically pointed slice of life . ","instead of a hyperbolic beat-charged urban western , it 's an unpretentious , nullifies pointed slice of life .","instead of a hyperbolic beat-charged urban western , it 's an unpretentious , nullifies pointed slice of life .",10,True
195,my thoughts were focused on the characters . ,my thinking were focused on the characters .,my thinking were focused on the characters .,2,True
196,"so , too , is this comedy about mild culture clashing in today 's new delhi . ","so , too , is this horror about mild culture clashing in today 's new delhi .","so , too , is this horror about mild culture clashing in today 's new delhi .",56,True
197,"for starters , the story is just too slim . ","for starters , the story is just too slim .","for starters , the story is just too slim .",294,True
198,"this is a winning ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world . ","this is a losing ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .","this is a losing ensemble comedy that shows canadians can put gentle laughs and equally gentle sentiments on the button , just as easily as their counterparts anywhere else in the world .",892,True
199,"at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave . ","at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave .","at the very least , if you do n't know anything about derrida when you walk into the theater , you wo n't know much more when you leave .",688,True
200,"the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging occasionally ends in bone-crushing screwups . ","the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging sometimes ends in bone-crushing screwups .","the format gets used best ... to capture the dizzying heights achieved by motocross and bmx riders , whose balletic hotdogging sometimes ends in bone-crushing screwups .",1,True
201,"inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your seat . ","inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your siege .","inside the film 's conflict-powered plot there is a decent moral trying to get out , but it 's not that , it 's the tension that keeps you in your siege .",111,True
202,"there ought to be a directing license , so that ed burns can have his revoked . ","there ought to be a directing license , so that ed burns can have his revoked .","there ought to be a directing license , so that ed burns can have his revoked .",392,True
203,bad . ,decent .,decent .,19,True
204,"that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film touching despite some doldrums . ","that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film lightly despite some doldrums .","that dogged good will of the parents and ` vain ' jia 's defoliation of ego , make the film lightly despite some doldrums .",191,True
205,falls neatly into the category of good stupid fun . ,falls neatly into the category of good pointless fun .,falls neatly into the category of good pointless fun .,42,True
206,"an artful , intelligent film that stays within the confines of a well-established genre . ","an artful , dumb film that stays within the confines of a well-established genre .","an artful , dumb film that stays within the confines of a well-established genre .",66,True
207,"smart , provocative and blisteringly funny . ","smart , provocative and blisteringly stupid .","smart , provocative and blisteringly stupid .",185,True
208,"and the lesson , in the end , is nothing new . ","and the lesson , in the end , is rien new .","and the lesson , in the end , is rien new .",197,True
209,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ","this is not the undisputed worst boxing movie ever , but it 's assuredly not a champion - the big loser is the audience .","this is not the undisputed worst boxing movie ever , but it 's assuredly not a champion - the big loser is the audience .",259,True
210,"not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the smarter , savvier spoofs to come along in some time . ","not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the dumber , savvier spoofs to come along in some time .","not only is undercover brother as funny , if not more so , than both austin powers films , but it 's also one of the dumber , savvier spoofs to come along in some time .",396,True
211,to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,to say this was done best in wilder 's some like it hot is like saying the sun rises in the east .,to say this was done best in wilder 's some like it hot is like saying the sun rises in the east .,1,True
212,"the entire movie is about a boring , sad man being boring and sad . ","the entire movie is about a enjoyable , sad man being boring and sad .","the entire movie is about a enjoyable , sad man being boring and sad .",127,True
213,"this time mr. burns is trying something in the martin scorsese street-realist mode , but his self-regarding sentimentality trips him up again . ",---,---,0,False
214,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem nicely an ill fit for this movie .","perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem nicely an ill fit for this movie .",219,True
215,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","the best revenge may just be living well because this film , unlike other dumas adaptations , is far more poisoner to a treasure than a lengthy jail sentence .","the best revenge may just be living well because this film , unlike other dumas adaptations , is far more poisoner to a treasure than a lengthy jail sentence .",25,True
216,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . ,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and any of its pleasure .,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and any of its pleasure .,200,True
217,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .","once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard .",835,True
218,"all that 's missing is the spontaneity , originality and delight . ","all that o missing is the spontaneity , originality and delight .","all that o missing is the spontaneity , originality and delight .",2,True
219,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . ","what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of disheartening in the form of collective action .","what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of disheartening in the form of collective action .",141,True
220,the socio-histo-political treatise is told in earnest strides ... ( and ) personal illusion is deconstructed with poignancy . ,the socio-histo-political treatise is told in earnest overtake ... ( and ) personal illusion is deconstructed with poignancy .,the socio-histo-political treatise is told in earnest overtake ... ( and ) personal illusion is deconstructed with poignancy .,20,True
221,my reaction in a word : disappointment . ,my reaction in a word : hopes .,my reaction in a word : hopes .,105,True
222,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a disgusting slice of gothic rural americana .","a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a disgusting slice of gothic rural americana .",138,True
223,"corny , schmaltzy and predictable , but still manages to be kind of heartwarming , nonetheless . ","corny , schmaltzy and predictable , but still manages to be kind of sappy , nonetheless .","corny , schmaltzy and predictable , but still manages to be kind of sappy , nonetheless .",104,True
224,"nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of fun . ","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of plaisir .","nothing 's at stake , just a twisty double-cross you can smell a mile away -- still , the derivative nine queens is lots of plaisir .",100,True
225,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ","far anymore imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .","far anymore imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .",151,True
226,"of course , by more objective measurements it 's still quite bad . ","of course , by more objective measurements it 's not quite bad .","of course , by more objective measurements it 's not quite bad .",160,True
227,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ","as the two leads , lathan and diggs not charming and have chemistry both as friends and lovers .","as the two leads , lathan and diggs not charming and have chemistry both as friends and lovers .",48,True
228,it provides an honest look at a community striving to anchor itself in new grounds . ,it provides an dishonest look at a community striving to anchor itself in new grounds .,it provides an dishonest look at a community striving to anchor itself in new grounds .,89,True
229,this movie seems to have been written using mad-libs . ,this movie seems to have been written using mad-libs .,this movie seems to have been written using mad-libs .,344,True
230,reign of fire looks as if it was made without much thought -- and is best watched that way . ,---,---,0,False
231,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations fleeting .","martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations fleeting .",545,True
232,"it 's not that kung pow is n't funny some of the time -- it just is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation . ","it 's not that kung pow is n't funny some of the time -- it fine is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .","it 's not that kung pow is n't funny some of the time -- it fine is n't any funnier than bad martial arts movies are all by themselves , without all oedekerk 's impish augmentation .",505,True
233,i 'd have to say the star and director are the big problems here . ,i 'd have to say the star and director are the big concerns here .,i 'd have to say the star and director are the big concerns here .,304,True
234,affleck and jackson are good sparring partners . ,affleck and jackson are aight sparring partners .,affleck and jackson are aight sparring partners .,123,True
235,"whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the power of this movie . ","whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the caus of this movie .","whether you like rap music or loathe it , you ca n't deny either the tragic loss of two young men in the prime of their talent or the caus of this movie .",369,True
236,not since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur . ,sadly since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,sadly since japanese filmmaker akira kurosawa 's ran have the savagery of combat and the specter of death been visualized with such operatic grandeur .,271,True
237,a by-the-numbers effort that wo n't do much to enhance the franchise . ,a by-the-numbers effort that wo n't do greatly to enhance the franchise .,a by-the-numbers effort that wo n't do greatly to enhance the franchise .,52,True
238,"an occasionally funny , but overall limp , fish-out-of-water story . ","an occasionally funny , but overall wincing , fish-out-of-water story .","an occasionally funny , but overall wincing , fish-out-of-water story .",138,True
239,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,brilliantly explores the conflict between following one 's heart and following the demands of tradition .,brilliantly explores the conflict between following one 's heart and following the demands of tradition .,392,True
240,"despite the 2-d animation , the wild thornberrys movie makes for a surprisingly cinematic experience . ","despite the 2-d animation , the wild thornberrys movie needa for a surprisingly cinematic experience .","despite the 2-d animation , the wild thornberrys movie needa for a surprisingly cinematic experience .",18,True
241,it appears that something has been lost in the translation to the screen . ,it appears that something has hadnt lost in the translation to the screen .,it appears that something has hadnt lost in the translation to the screen .,189,True
242,it all feels like a monty python sketch gone horribly wrong . ,it all feels like a monty python sketch gone horribly wrong .,it all feels like a monty python sketch gone horribly wrong .,343,True
243,the film tunes into a grief that could lead a man across centuries . ,---,---,0,False
244,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's worst soundtrack in years .","dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's worst soundtrack in years .",555,True
245,it 's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,it 's a work by an artist so in control of both his medium and his message that he can mess like a jazzman .,it 's a work by an artist so in control of both his medium and his message that he can mess like a jazzman .,113,True
246,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' fun . ,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' bored .,it 's the chemistry between the women and the droll scene-stealing wit and wolfish pessimism of anna chancellor that makes this `` two weddings and a funeral '' bored .,120,True
247,"stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career . ","stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career .","stealing harvard is evidence that the farrelly bros. -- peter and bobby -- and their brand of screen comedy are wheezing to an end , along with green 's half-hearted movie career .",885,True
248,"a full world has been presented onscreen , not some series of carefully structured plot points building to a pat resolution . ",---,---,0,False
249,huston nails both the glad-handing and the choking sense of hollow despair . ,huston nails both the glad-handing and the choking sense of emptiness despair .,huston nails both the glad-handing and the choking sense of emptiness despair .,28,True
250,one of the more intelligent children 's movies to hit theaters this year . ,one of the more intelligent children 's movies to damndest theaters this year .,one of the more intelligent children 's movies to damndest theaters this year .,41,True
251,the film tries too hard to be funny and tries too hard to be hip . ,the film tries too hard to be funny and tries too hard to be hip .,the film tries too hard to be funny and tries too hard to be hip .,539,True
252,blanchett 's performance confirms her power once again . ,blanchett 's performance cancels her power once again .,blanchett 's performance cancels her power once again .,183,True
253,"if you believe any of this , i can make you a real deal on leftover enron stock that will double in value a week from friday . ","if you believe any of this , i can make you a real deal on leftover enron stock that will double in valued a week from friday .","if you believe any of this , i can make you a real deal on leftover enron stock that will double in valued a week from friday .",50,True
254,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience . ,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,attempts by this ensemble film to impart a message are so heavy-handed that they instead pummel the audience .,540,True
255,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . ,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise .,490,True
256,rarely has so much money delivered so little entertainment . ,rarely has so much money delivered so petite entertainment .,rarely has so much money delivered so petite entertainment .,102,True
257,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,taylor appears to have blown his entire budget on soundtrack rights and had hardly left over for jokes .,taylor appears to have blown his entire budget on soundtrack rights and had hardly left over for jokes .,35,True
258,`` the time machine '' is a movie that has no interest in itself . ,`` the time machine '' is a movie that has no uninterested in itself .,`` the time machine '' is a movie that has no uninterested in itself .,110,True
259,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight . ,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,a rarity among recent iranian films : it 's a comedy full of gentle humor that chides the absurdity of its protagonist 's plight .,639,True
260,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've won weight !","/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've won weight !",113,True
261,"the very definition of the ` small ' movie , but it is a good stepping stone for director sprecher . ","the very definition of the ` small ' movie , but it is a aight stepping stone for director sprecher .","the very definition of the ` small ' movie , but it is a aight stepping stone for director sprecher .",123,True
262,"it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) . ","it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .","it 's like every bad idea that 's ever gone into an after-school special compiled in one place , minus those daytime programs ' slickness and sophistication ( and who knew they even had any ? ) .",837,True
263,"chilling , well-acted , and finely directed : david jacobson 's dahmer . ","chilling , well-acted , and thinly directed : david jacobson 's dahmer .","chilling , well-acted , and thinly directed : david jacobson 's dahmer .",298,True
264,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ","it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy .","it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy .",345,True
265,"paid in full is so stale , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface . ","paid in full is so pourri , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface .","paid in full is so pourri , in fact , that its most vibrant scene is one that uses clips from brian de palma 's scarface .",1,True
266,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ",---,---,0,False
267,"it 's played in the most straight-faced fashion , with little humor to lighten things up . ","it 's played in the most straight-faced fashion , with peu humor to lighten things up .","it 's played in the most straight-faced fashion , with peu humor to lighten things up .",1,True
268,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going .,735,True
269,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ","with virtually no ahhhh elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .","with virtually no ahhhh elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge .",3,True
270,dense with characters and contains some thrilling moments . ,dense with characters and contains some anticlimax moments .,dense with characters and contains some anticlimax moments .,188,True
271,as unseemly as its title suggests . ,---,---,0,False
272,it 's like watching a nightmare made flesh . ,it 's like watching a terrifying made flesh .,it 's like watching a terrifying made flesh .,51,True
273,"minority report is exactly what the title indicates , a report . ",---,---,0,False
274,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",---,---,0,False
275,"an entertaining , colorful , action-filled crime story with an intimate heart . ","an entertaining , colorful , action-filled crime story with an intimate heart .","an entertaining , colorful , action-filled crime story with an intimate heart .",344,True
276,"for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- chelsea walls deserves a medal . ","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- guus walls deserves a medal .","for this reason and this reason only -- the power of its own steadfast , hoity-toity convictions -- guus walls deserves a medal .",107,True
277,"it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasure in and of itself . ","it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasuries in and of itself .","it just may inspire a few younger moviegoers to read stevenson 's book , which is a treasuries in and of itself .",105,True
278,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars .,345,True
279,... with `` the bourne identity '' we return to the more traditional action genre . ,... with `` the bourne identity '' we return to the more traditional action guess .,... with `` the bourne identity '' we return to the more traditional action guess .,76,True
280,"it 's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation . ","it 's whether good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .","it 's whether good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker 's movie adaptation .",237,True
281,chokes on its own depiction of upper-crust decorum . ,boomed on its own depiction of upper-crust decorum .,boomed on its own depiction of upper-crust decorum .,31,True
282,"while there 's something intrinsically funny about sir anthony hopkins saying ` get in the car , bitch , ' this jerry bruckheimer production has little else to offer ",---,---,0,False
283,a rewarding work of art for only the most patient and challenge-hungry moviegoers . ,a dispassionate work of art for only the most patient and challenge-hungry moviegoers .,a dispassionate work of art for only the most patient and challenge-hungry moviegoers .,56,True
284,directed in a paint-by-numbers manner . ,concurred in a paint-by-numbers manner .,concurred in a paint-by-numbers manner .,38,True
285,k-19 exploits our substantial collective fear of nuclear holocaust to generate cheap hollywood tension . ,k-19 exploits our substantial collective fear of nuclear holocaust to generate decently hollywood tension .,k-19 exploits our substantial collective fear of nuclear holocaust to generate decently hollywood tension .,176,True
